player_name,pitcher,pitch_type,pitches,avg_velo,avg_spin,avg_spin_axis,avg_pfx_x,avg_pfx_z,avg_extension,avg_release_pos_x,avg_release_pos_z,whiff_rate,called_strike_rate,chase_rate,hard_hit_rate,xwoba_on_contact,xba_on_contact
"Scherzer, Max",453286,FF,775,93.728,2398.975,216.497,-0.731,1.351,6.227,-2.969,5.691,0.081,0.188,0.083,0.086,0.369,0.307
"Scherzer, Max",453286,SL,380,86.406,2405.077,162.633,0.31,0.32,6.211,-3.072,5.547,0.184,0.108,0.213,0.1,0.277,0.309
"Schlittler, Cam",693645,CU,208,83.253,2594.216,34.745,0.571,-1.044,6.325,-1.684,6.451,0.087,0.159,0.139,0.062,0.269,0.328
"Schlittler, Cam",693645,FC,294,92.334,2504.986,146.252,0.589,0.459,6.312,-1.914,6.384,0.102,0.146,0.143,0.061,0.305,0.344
"Schlittler, Cam",693645,FF,784,98.054,2426.907,206.754,-0.499,1.363,6.349,-1.848,6.404,0.124,0.163,0.136,0.066,0.309,0.336
"Schlittler, Cam",693645,SI,118,97.919,2250.373,205.627,-1.084,0.999,6.387,-1.824,6.373,0.085,0.203,0.127,0.076,0.272,0.352
"Schmidt, Clarke",657376,FC,501,92.183,2744.589,202.577,0.092,0.792,6.133,-1.433,5.665,0.116,0.162,0.094,0.076,0.306,0.268
"Schmidt, Clarke",657376,KC,223,85.017,3112.184,45.951,0.777,-1.146,5.919,-1.251,5.797,0.112,0.148,0.152,0.072,0.213,0.308
"Schmidt, Clarke",657376,SI,102,92.634,2604.314,229.657,-1.01,0.346,6.248,-1.751,5.337,0.069,0.235,0.108,0.157,0.408,0.362
"Schmidt, Clarke",657376,SL,158,85.276,3036.816,95.81,0.737,0.38,6.185,-1.895,5.366,0.108,0.241,0.095,0.082,0.247,0.187
"Schmidt, Clarke",657376,ST,149,83.105,3144.302,60.067,1.398,-0.11,6.132,-1.796,5.37,0.161,0.101,0.235,0.04,0.201,0.194
"Schreiber, John",670167,FC,196,89.486,2476.781,204.24,0.051,0.472,6.478,-2.691,4.563,0.087,0.209,0.133,0.066,0.314,0.268
"Schreiber, John",670167,FF,331,93.78,2256.985,239.994,-0.903,0.891,6.528,-2.563,4.646,0.172,0.121,0.115,0.069,0.289,0.381
"Schreiber, John",670167,SI,203,93.261,2236.473,246.468,-1.412,-0.053,6.586,-2.621,4.524,0.049,0.217,0.089,0.133,0.333,0.332
"Schreiber, John",670167,ST,296,82.363,2580.0,67.351,1.269,0.058,6.435,-2.764,4.396,0.068,0.172,0.135,0.068,0.339,0.313
"Schultz, Paxton",687606,FC,129,88.869,2213.202,188.023,0.181,0.919,6.055,-2.494,5.76,0.132,0.209,0.116,0.07,0.264,0.288
"Schultz, Paxton",687606,FF,166,93.781,2254.681,211.819,-0.637,1.411,6.06,-2.328,5.866,0.114,0.205,0.127,0.072,0.374,0.404
"Schwellenbach, Spencer",680885,CU,180,81.041,2301.128,48.006,0.677,-0.601,6.948,-2.148,5.248,0.117,0.211,0.167,0.044,0.309,0.434
"Schwellenbach, Spencer",680885,FC,177,94.098,2301.864,198.537,0.047,0.916,6.896,-2.146,5.472,0.079,0.147,0.096,0.073,0.301,0.239
"Schwellenbach, Spencer",680885,FF,555,97.089,2318.213,216.034,-0.453,1.236,6.886,-2.118,5.481,0.121,0.232,0.074,0.117,0.328,0.37
"Schwellenbach, Spencer",680885,FS,218,84.65,1368.17,248.064,-0.786,0.017,7.097,-2.117,5.265,0.229,0.041,0.321,0.069,0.226,0.369
"Schwellenbach, Spencer",680885,SI,158,95.551,2179.614,215.81,-1.266,0.618,6.978,-2.169,5.374,0.057,0.222,0.165,0.082,0.337,0.304
"Schwellenbach, Spencer",680885,SL,285,86.994,2349.642,60.34,0.21,-0.185,7.026,-2.082,5.382,0.175,0.102,0.204,0.112,0.266,0.327
"Scott, Tanner",656945,FF,470,96.519,2550.377,142.63,0.516,1.392,6.217,2.439,5.276,0.117,0.128,0.119,0.109,0.332,0.338
"Scott, Tanner",656945,SL,429,88.935,2632.625,244.895,-0.471,0.08,6.21,2.539,5.196,0.193,0.154,0.214,0.079,0.297,0.351
"Scott, Tayler",605463,FF,256,91.959,2083.629,245.078,-1.209,0.862,5.755,-3.675,4.846,0.086,0.16,0.098,0.078,0.402,0.313
"Scott, Tayler",605463,FS,155,83.91,1410.142,271.361,-0.714,-0.369,5.743,-3.727,4.574,0.168,0.11,0.265,0.065,0.247,0.333
"Sears, JP",676664,CH,354,83.392,1506.277,106.811,1.371,0.301,6.36,1.338,4.707,0.079,0.09,0.133,0.076,0.317,0.299
"Sears, JP",676664,FF,949,92.198,2017.713,131.278,0.989,1.173,6.399,1.112,5.02,0.083,0.154,0.111,0.098,0.349,0.341
"Sears, JP",676664,SI,160,90.417,1899.262,123.006,1.314,0.633,6.448,1.257,4.753,0.044,0.181,0.106,0.119,0.358,0.351
"Sears, JP",676664,SL,161,80.718,2298.416,249.41,-0.305,0.799,6.396,1.365,4.691,0.112,0.186,0.106,0.099,0.329,0.3
"Sears, JP",676664,ST,640,79.232,2315.031,265.241,-1.041,0.543,6.361,1.406,4.694,0.097,0.241,0.112,0.069,0.272,0.273
"Senga, Kodai",673540,FC,389,89.594,2469.393,201.776,-0.079,0.72,6.362,-1.952,5.971,0.064,0.211,0.087,0.126,0.379,0.303
"Senga, Kodai",673540,FF,597,94.678,2380.01,217.723,-0.636,1.372,6.379,-2.057,5.932,0.079,0.193,0.072,0.102,0.359,0.345
"Senga, Kodai",673540,FO,542,82.51,1192.624,250.685,-0.829,0.056,6.309,-2.102,5.937,0.218,0.052,0.332,0.046,0.206,0.264
"Senga, Kodai",673540,SI,114,88.604,2210.202,226.982,-1.316,0.554,6.301,-2.151,5.886,0.044,0.088,0.123,0.053,0.452,0.328
"Senga, Kodai",673540,ST,148,80.045,2553.669,42.676,0.69,-0.19,6.233,-2.004,5.857,0.054,0.223,0.074,0.068,0.347,0.332
"Senzatela, Antonio",622608,CH,180,87.611,2200.478,213.806,-0.796,0.567,6.081,-2.392,5.983,0.083,0.111,0.15,0.089,0.498,0.445
"Senzatela, Antonio",622608,CU,339,80.394,2462.563,68.215,0.464,-0.458,5.899,-1.86,6.296,0.115,0.106,0.15,0.1,0.309,0.334
"Senzatela, Antonio",622608,FF,1299,95.017,2228.733,212.665,-0.413,0.981,6.086,-2.096,6.059,0.053,0.172,0.084,0.126,0.408,0.371
"Senzatela, Antonio",622608,SL,412,86.774,2288.852,157.323,0.392,0.273,5.939,-2.223,6.158,0.114,0.119,0.167,0.097,0.377,0.352
"Severino, Luis",622663,CH,147,86.187,1603.19,246.15,-1.142,0.614,6.466,-1.952,5.756,0.082,0.102,0.102,0.129,0.445,0.429
"Severino, Luis",622663,FC,481,93.237,2286.657,197.233,0.056,0.774,6.334,-1.986,5.959,0.064,0.148,0.148,0.075,0.374,0.325
"Severino, Luis",622663,FF,766,96.104,2284.195,213.107,-0.596,1.36,6.253,-1.881,6.067,0.08,0.167,0.102,0.095,0.354,0.381
"Severino, Luis",622663,SI,551,95.626,2124.996,214.499,-1.172,1.012,6.335,-1.908,5.984,0.044,0.172,0.12,0.118,0.32,0.301
"Severino, Luis",622663,SL,109,87.03,2494.431,104.505,0.564,0.253,6.365,-2.102,5.828,0.064,0.147,0.174,0.046,0.208,0.284
"Severino, Luis",622663,ST,677,84.541,2579.991,75.437,1.312,0.2,6.294,-2.242,5.789,0.095,0.165,0.145,0.078,0.292,0.304
"Sewald, Paul",623149,FF,186,90.417,2526.253,240.376,-1.016,1.087,6.565,-3.775,4.349,0.091,0.177,0.108,0.086,0.329,0.332
"Sewald, Paul",623149,ST,131,82.315,2537.985,82.763,0.84,0.604,6.421,-3.748,4.558,0.122,0.206,0.122,0.061,0.25,0.212
"Seymour, Carson",693313,FF,136,96.815,2319.324,224.463,-0.671,1.205,6.65,-1.893,5.954,0.11,0.162,0.11,0.081,0.29,0.238
"Seymour, Carson",693313,SI,263,96.065,2249.635,227.798,-1.263,0.504,6.634,-1.877,5.948,0.046,0.274,0.061,0.106,0.39,0.334
"Seymour, Carson",693313,SL,131,86.947,2083.046,23.794,0.085,-0.479,6.585,-1.965,5.969,0.191,0.084,0.214,0.099,0.407,0.426
"Seymour, Ian",693855,CH,314,83.557,1713.366,128.857,1.254,0.74,6.17,1.465,5.942,0.178,0.099,0.169,0.073,0.272,0.353
"Seymour, Ian",693855,FC,214,88.254,2154.061,152.407,-0.036,0.821,6.25,1.69,5.782,0.079,0.196,0.075,0.107,0.339,0.314
"Seymour, Ian",693855,FF,317,91.597,2215.035,150.227,0.516,1.444,6.251,1.409,5.898,0.101,0.164,0.132,0.073,0.331,0.358
"Sheehan, Emmet",686218,CH,207,86.177,1156.242,263.908,-1.079,0.06,6.604,-1.237,5.456,0.14,0.077,0.164,0.111,0.228,0.271
"Sheehan, Emmet",686218,FF,616,95.705,2449.062,209.929,-0.774,1.498,6.709,-1.077,5.526,0.13,0.14,0.146,0.104,0.343,0.339
"Sheehan, Emmet",686218,SL,398,87.9,2359.465,176.251,0.29,0.332,6.624,-1.198,5.391,0.216,0.141,0.244,0.063,0.222,0.311
"Shugart, Chase",663767,FC,176,89.856,2460.062,175.699,0.341,0.535,6.165,-2.153,5.429,0.108,0.136,0.102,0.074,0.344,0.262
"Shugart, Chase",663767,FF,128,95.356,2107.094,216.055,-0.568,1.248,6.238,-1.878,5.598,0.055,0.211,0.047,0.086,0.406,0.394
"Shugart, Chase",663767,SI,140,94.296,2089.686,223.957,-1.159,0.718,6.209,-2.129,5.416,0.079,0.236,0.086,0.086,0.355,0.383
"Shugart, Chase",663767,ST,199,80.942,2660.357,61.668,1.428,0.001,6.07,-2.399,5.225,0.141,0.156,0.171,0.075,0.258,0.241
"Shuster, Jared",694363,CH,102,84.272,1798.225,117.363,1.056,0.019,6.621,1.565,5.384,0.137,0.088,0.225,0.049,0.222,0.278
"Simpson, Josh",681006,CU,145,80.558,2554.834,303.0,-0.906,-0.844,5.972,1.279,5.313,0.11,0.241,0.131,0.083,0.309,0.362
"Simpson, Josh",681006,SI,136,93.981,2231.654,135.588,1.26,0.458,5.941,1.371,5.228,0.037,0.213,0.074,0.125,0.471,0.319
"Simpson, Josh",681006,ST,158,82.352,2492.241,290.038,-1.123,0.084,5.953,1.619,4.852,0.158,0.158,0.19,0.032,0.211,0.262
"Sims, Lucas",608371,FF,125,94.826,2510.0,207.984,-0.514,1.51,5.98,-1.292,5.749,0.096,0.232,0.072,0.064,0.52,0.41
"Sims, Lucas",608371,ST,123,84.783,3074.935,69.049,1.296,0.332,5.853,-1.327,5.684,0.154,0.114,0.138,0.049,0.307,0.237
"Singer, Brady",663903,FC,264,87.479,2344.314,190.447,0.138,0.621,6.899,-1.519,5.313,0.106,0.133,0.133,0.08,0.394,0.328
"Singer, Brady",663903,FF,304,91.296,2443.122,210.928,-0.522,1.204,6.951,-1.387,5.277,0.069,0.132,0.089,0.046,0.292,0.351
"Singer, Brady",663903,SI,1157,92.195,2361.866,220.087,-1.327,0.846,7.005,-1.434,5.195,0.054,0.275,0.061,0.081,0.357,0.357
"Singer, Brady",663903,SL,809,82.595,2433.942,88.661,0.406,-0.095,6.854,-1.531,5.269,0.138,0.109,0.211,0.085,0.278,0.305
"Singer, Brady",663903,ST,316,81.622,2418.339,74.949,0.747,0.152,6.855,-1.564,5.178,0.165,0.098,0.199,0.073,0.268,0.288
"Sisk, Evan",681895,SI,103,89.975,2061.223,136.078,1.244,0.382,6.911,3.686,4.985,0.117,0.262,0.175,0.097,0.293,0.293
"Skenes, Paul",694973,CH,326,88.746,1807.601,262.586,-1.38,0.45,6.622,-2.668,5.564,0.227,0.018,0.319,0.025,0.123,0.236
"Skenes, Paul",694973,CU,144,83.892,2438.049,84.569,0.513,-0.213,6.597,-2.685,5.61,0.139,0.194,0.146,0.069,0.368,0.401
"Skenes, Paul",694973,FF,1167,98.188,2254.729,238.238,-1.166,0.967,6.714,-2.44,5.606,0.137,0.171,0.098,0.087,0.28,0.323
"Skenes, Paul",694973,FS,405,93.67,1675.605,250.215,-1.118,-0.002,6.598,-2.459,5.578,0.111,0.111,0.198,0.096,0.309,0.308
"Skenes, Paul",694973,SI,312,97.595,2268.138,239.51,-1.459,0.536,6.678,-2.268,5.6,0.071,0.208,0.179,0.112,0.284,0.308
"Skenes, Paul",694973,SL,168,85.252,2316.458,100.286,0.272,0.632,6.619,-2.417,5.507,0.149,0.202,0.095,0.018,0.204,0.197
"Skenes, Paul",694973,ST,475,84.452,2332.859,89.175,0.953,0.477,6.639,-2.397,5.527,0.143,0.183,0.124,0.04,0.209,0.245
"Skubal, Tarik",669373,CH,972,88.11,1834.326,135.067,1.246,0.533,6.438,1.882,6.057,0.284,0.101,0.276,0.05,0.182,0.29
"Skubal, Tarik",669373,FF,946,97.694,2360.68,155.689,0.284,1.421,6.472,1.573,6.211,0.151,0.111,0.137,0.062,0.276,0.307
"Skubal, Tarik",669373,SI,740,97.379,2251.318,153.405,1.094,1.129,6.51,1.671,6.114,0.084,0.234,0.072,0.076,0.313,0.334
"Skubal, Tarik",669373,SL,407,90.207,2238.929,185.081,-0.269,0.394,6.495,1.927,6.057,0.113,0.209,0.088,0.076,0.282,0.308
"Slaten, Justin",686580,FC,175,92.66,2600.451,169.429,0.392,0.645,6.795,-1.003,5.954,0.103,0.229,0.074,0.08,0.353,0.31
"Slaten, Justin",686580,FF,194,96.709,2454.356,196.299,-0.161,1.524,6.872,-0.825,5.975,0.139,0.098,0.113,0.077,0.25,0.205
"Smith, Cade",671922,FF,871,96.37,2318.672,215.627,-0.72,1.373,7.399,-2.502,5.868,0.135,0.181,0.113,0.053,0.245,0.299
"Smith, Cade",671922,FS,264,87.515,703.064,281.367,-0.658,-0.187,7.339,-2.606,5.744,0.208,0.072,0.265,0.076,0.265,0.369
"Smith, Cade",671922,ST,105,85.13,1988.162,79.981,1.045,0.342,7.171,-2.62,5.798,0.181,0.152,0.181,0.067,0.219,0.29
"Smith, Shane",681343,CH,406,90.011,1587.688,241.349,-1.218,0.116,6.77,-2.284,5.739,0.15,0.057,0.153,0.108,0.325,0.338
"Smith, Shane",681343,CU,353,82.109,2215.85,34.009,0.489,-0.964,6.694,-2.016,5.91,0.17,0.113,0.19,0.065,0.381,0.484
"Smith, Shane",681343,FF,1089,95.654,2280.842,217.827,-0.605,1.188,6.773,-2.122,5.771,0.109,0.185,0.084,0.073,0.285,0.284
"Smith, Shane",681343,SI,300,95.656,2123.81,218.687,-1.275,0.797,6.834,-2.055,5.752,0.07,0.223,0.117,0.107,0.335,0.301
"Smith, Shane",681343,SL,268,89.479,2206.531,168.461,0.206,0.307,6.651,-2.305,5.852,0.104,0.112,0.09,0.112,0.294,0.281
"Smith-Shawver, AJ",700363,CU,108,77.306,2292.528,44.157,0.729,-0.917,6.784,-2.079,5.783,0.093,0.231,0.13,0.074,0.299,0.296
"Smith-Shawver, AJ",700363,FF,332,95.597,2103.214,216.864,-0.769,1.341,6.845,-2.19,5.689,0.054,0.217,0.075,0.151,0.48,0.431
"Smith-Shawver, AJ",700363,FS,241,83.188,1055.436,230.237,-0.849,0.611,7.002,-2.073,5.65,0.216,0.058,0.278,0.054,0.232,0.319
"Snell, Blake",605483,CH,407,85.449,1812.307,131.627,1.13,0.817,6.806,2.214,6.372,0.241,0.125,0.243,0.057,0.229,0.248
"Snell, Blake",605483,CU,336,80.964,2551.798,323.821,-1.034,-0.549,6.684,1.899,6.544,0.161,0.173,0.185,0.062,0.241,0.359
"Snell, Blake",605483,FF,610,95.378,2461.216,157.902,0.365,1.497,6.797,1.942,6.551,0.075,0.174,0.123,0.062,0.327,0.349
"Snell, Blake",605483,SL,212,88.923,2341.292,168.976,-0.205,0.71,6.74,1.965,6.53,0.212,0.113,0.222,0.033,0.244,0.312
"Snider, Collin",676092,FC,105,86.88,2697.295,91.819,0.466,-0.037,6.141,-3.175,5.196,0.114,0.162,0.114,0.152,0.436,0.378
"Snider, Collin",676092,FF,118,92.366,2624.492,220.737,-0.074,0.675,5.997,-3.271,5.146,0.085,0.127,0.144,0.102,0.308,0.358
"Snider, Collin",676092,ST,149,82.397,2762.255,66.805,1.169,0.157,6.231,-3.185,5.169,0.087,0.128,0.121,0.081,0.382,0.308
"Soriano, George",666277,CH,213,88.445,1655.178,250.31,-0.966,-0.063,6.62,-2.277,5.668,0.075,0.15,0.146,0.117,0.356,0.402
"Soriano, George",666277,FF,123,96.05,2279.431,223.959,-0.712,1.147,6.405,-2.448,5.502,0.122,0.138,0.089,0.114,0.516,0.53
"Soriano, George",666277,SI,134,95.446,2189.06,227.836,-1.362,0.459,6.39,-2.281,5.432,0.037,0.284,0.09,0.082,0.48,0.471
"Soriano, George",666277,SL,111,86.795,2726.036,72.883,0.229,0.051,6.459,-2.625,5.417,0.162,0.135,0.189,0.036,0.299,0.253
"Soriano, George",666277,ST,111,85.157,2828.586,45.009,0.75,-0.05,6.294,-2.221,5.29,0.162,0.216,0.207,0.072,0.357,0.358
"Soriano, José",667755,FF,239,97.881,2225.092,227.782,-0.708,1.109,6.619,-1.282,5.842,0.096,0.167,0.063,0.054,0.366,0.387
"Soriano, José",667755,FS,256,92.335,1478.578,241.172,-0.861,-0.038,6.689,-1.286,5.77,0.191,0.027,0.227,0.055,0.212,0.347
"Soriano, José",667755,KC,743,85.236,2489.389,30.211,1.043,-0.824,6.653,-1.006,5.994,0.153,0.24,0.166,0.043,0.24,0.285
"Soriano, José",667755,SI,1368,97.186,1922.701,228.21,-1.104,0.259,6.631,-1.262,5.834,0.067,0.168,0.106,0.149,0.352,0.314
"Soriano, José",667755,SL,168,89.16,2426.036,90.774,0.17,-0.015,6.739,-1.105,5.887,0.214,0.03,0.244,0.101,0.255,0.387
"Soroka, Michael",647336,CH,157,84.381,2211.013,240.866,-1.446,0.696,6.17,-2.672,5.807,0.076,0.096,0.108,0.051,0.252,0.242
"Soroka, Michael",647336,FF,712,93.697,2536.501,224.701,-0.78,1.277,6.208,-2.704,5.668,0.076,0.19,0.077,0.09,0.352,0.33
"Soroka, Michael",647336,SI,158,93.361,2381.285,224.741,-1.398,0.731,6.202,-2.666,5.739,0.025,0.101,0.184,0.196,0.358,0.298
"Soroka, Michael",647336,SV,544,80.465,2919.794,52.472,0.993,-0.695,6.031,-2.607,5.914,0.14,0.21,0.153,0.044,0.219,0.28
"Soto, Gregory",642397,SI,542,96.844,2310.181,132.229,1.471,0.728,6.592,2.03,5.631,0.055,0.232,0.094,0.083,0.351,0.326
"Soto, Gregory",642397,SL,335,86.207,2441.558,187.31,-0.223,0.324,6.61,1.888,5.699,0.227,0.107,0.233,0.066,0.244,0.335
"Sousa, Bennett",656986,FF,295,95.068,2237.593,160.519,0.297,1.415,6.443,1.203,6.334,0.068,0.166,0.095,0.092,0.366,0.333
"Sousa, Bennett",656986,SL,418,85.675,2351.667,252.974,-0.305,-0.014,6.51,1.072,6.365,0.266,0.122,0.237,0.072,0.193,0.246
"Speier, Gabe",642100,FF,458,95.036,2243.086,133.23,0.831,1.257,5.939,1.84,5.396,0.148,0.146,0.133,0.09,0.249,0.338
"Speier, Gabe",642100,SI,298,94.398,2097.038,131.388,1.46,0.617,5.941,1.874,5.373,0.037,0.295,0.124,0.054,0.29,0.243
"Speier, Gabe",642100,SL,264,83.279,2190.911,268.12,-0.376,-0.15,6.025,1.952,5.207,0.212,0.095,0.261,0.083,0.24,0.327
"Spence, Mitch",687765,CU,238,81.777,2803.223,51.416,0.859,-0.856,6.251,-1.992,6.327,0.176,0.08,0.265,0.084,0.23,0.322
"Spence, Mitch",687765,FC,612,91.081,2682.154,171.641,0.325,0.363,6.263,-2.35,6.11,0.082,0.196,0.09,0.134,0.392,0.353
"Spence, Mitch",687765,SI,127,92.595,2380.575,212.323,-0.627,0.391,6.089,-2.402,6.074,0.047,0.126,0.118,0.157,0.561,0.421
"Spence, Mitch",687765,SL,362,84.545,2759.798,64.365,1.141,0.188,6.255,-2.598,5.965,0.177,0.124,0.221,0.083,0.358,0.35
"Springs, Jeffrey",605488,CH,720,79.15,1394.775,125.262,1.045,0.563,6.167,2.381,6.269,0.231,0.062,0.304,0.062,0.266,0.303
"Springs, Jeffrey",605488,FC,167,86.888,2203.293,165.509,0.023,0.712,6.229,2.352,6.1,0.09,0.138,0.078,0.084,0.397,0.354
"Springs, Jeffrey",605488,FF,1211,90.705,2170.805,139.371,0.947,1.333,6.466,2.334,5.971,0.055,0.193,0.097,0.085,0.356,0.338
"Springs, Jeffrey",605488,SL,575,83.487,2226.539,212.377,-0.334,0.207,6.229,2.426,6.096,0.082,0.235,0.09,0.097,0.363,0.322
"Springs, Jeffrey",605488,ST,174,76.229,2320.092,297.971,-1.244,-0.025,6.119,2.644,5.916,0.109,0.218,0.115,0.034,0.165,0.182
"Sproat, Brandon",687075,SI,101,95.681,1934.248,224.842,-1.394,0.578,6.391,-2.12,5.503,0.03,0.228,0.129,0.089,0.323,0.296
"Stanek, Ryne",592773,FF,607,98.55,2349.442,208.442,-0.72,1.528,5.913,-0.465,6.556,0.124,0.114,0.145,0.077,0.36,0.349
"Stanek, Ryne",592773,FS,127,89.325,963.386,238.701,-0.891,0.456,6.111,-0.399,6.45,0.11,0.047,0.165,0.071,0.292,0.346
"Stanek, Ryne",592773,SL,231,88.771,2464.922,69.636,0.255,0.026,6.006,-0.604,6.462,0.195,0.134,0.177,0.074,0.247,0.265
"Steele, Justin",657006,FF,143,90.822,2358.699,154.965,0.074,1.255,6.303,2.022,6.106,0.056,0.217,0.119,0.154,0.298,0.34
"Stephenson, Robert",596112,FC,101,87.362,2849.277,131.772,0.077,0.208,5.963,-1.199,6.167,0.238,0.119,0.198,0.089,0.303,0.299
"Sterner, Justin",686993,FC,351,87.384,2699.749,151.254,0.415,0.394,6.435,-2.971,5.436,0.151,0.148,0.191,0.077,0.313,0.354
"Sterner, Justin",686993,FF,570,93.511,2375.126,218.34,-0.814,1.437,6.494,-2.928,5.46,0.111,0.147,0.123,0.077,0.312,0.266
"Sterner, Justin",686993,ST,171,81.549,2738.83,62.596,1.302,0.235,6.427,-2.982,5.439,0.216,0.064,0.298,0.041,0.165,0.245
"Stewart, Brock",592779,FF,332,96.186,2615.919,215.506,-0.466,1.188,6.495,-1.998,5.34,0.169,0.163,0.087,0.069,0.268,0.326
"Strahm, Matt",621381,FC,146,87.711,2554.027,154.007,0.219,0.851,6.201,2.2,5.303,0.103,0.13,0.137,0.068,0.283,0.29
"Strahm, Matt",621381,FF,387,92.293,2530.437,132.93,1.127,1.398,6.22,2.084,5.335,0.111,0.16,0.134,0.067,0.272,0.311
"Strahm, Matt",621381,SI,155,92.388,2439.123,131.49,1.414,0.971,6.265,2.879,5.305,0.077,0.213,0.181,0.135,0.377,0.345
"Strahm, Matt",621381,SL,330,82.574,2692.367,260.742,-0.526,0.364,6.161,2.464,5.475,0.155,0.139,0.167,0.067,0.16,0.189
"Stratton, Chris",608717,FF,166,91.226,2426.855,212.964,-0.44,1.335,6.426,-1.881,5.894,0.108,0.205,0.096,0.054,0.398,0.304
"Stratton, Hunter",676702,FF,160,95.982,2503.45,204.15,-0.347,1.248,6.426,-1.422,6.008,0.062,0.131,0.094,0.081,0.399,0.42
"Strickland, Hunter",519326,FF,114,93.604,2237.219,221.675,-0.579,1.254,5.981,-2.665,6.086,0.061,0.167,0.096,0.088,0.254,0.221
"Strickland, Hunter",519326,SL,108,84.911,2658.028,74.139,0.456,0.069,5.988,-2.98,5.794,0.12,0.194,0.13,0.093,0.372,0.334
"Strider, Spencer",675911,CU,188,78.426,2661.878,62.133,0.836,-0.561,6.857,-1.752,5.825,0.191,0.154,0.197,0.027,0.265,0.261
"Strider, Spencer",675911,FF,1081,95.504,2300.183,210.978,-0.739,1.368,6.946,-1.646,5.795,0.068,0.172,0.077,0.096,0.392,0.357
"Strider, Spencer",675911,SL,744,84.123,2285.191,140.413,0.425,0.214,6.925,-1.733,5.744,0.235,0.089,0.255,0.085,0.281,0.355
"Stroman, Marcus",573186,FC,125,88.816,2501.864,199.304,0.061,0.642,5.895,-1.028,5.282,0.048,0.136,0.152,0.144,0.551,0.362
"Stroman, Marcus",573186,SI,257,89.755,2280.097,213.969,-0.892,0.298,5.921,-1.002,5.28,0.074,0.156,0.105,0.152,0.406,0.358
"Stroman, Marcus",573186,SV,136,82.112,2715.838,55.625,1.388,-0.106,5.862,-1.143,5.178,0.066,0.221,0.14,0.051,0.227,0.242
"Strowd, Kade",669704,FC,167,91.749,2591.144,149.431,0.445,0.357,6.208,-1.336,5.819,0.126,0.168,0.186,0.072,0.336,0.291
"Suarez, José",660761,FF,123,93.424,2418.228,141.122,0.696,1.487,6.057,2.069,5.677,0.098,0.228,0.041,0.089,0.389,0.369
"Suarez, Ranger",624133,CH,470,79.53,1283.779,117.209,0.908,0.273,6.234,2.114,5.77,0.174,0.034,0.294,0.057,0.244,0.283
"Suarez, Ranger",624133,CU,404,74.013,2110.911,308.906,-0.949,-0.723,6.275,2.013,5.852,0.119,0.183,0.166,0.054,0.206,0.224
"Suarez, Ranger",624133,FC,436,86.438,2111.328,167.117,-0.22,0.512,6.197,2.198,5.853,0.096,0.142,0.122,0.076,0.32,0.313
"Suarez, Ranger",624133,FF,363,91.369,1950.052,131.964,0.51,0.959,6.193,2.213,5.76,0.061,0.218,0.066,0.077,0.329,0.375
"Suarez, Ranger",624133,SI,717,90.15,1981.603,138.501,1.303,0.409,6.231,2.164,5.802,0.025,0.269,0.091,0.098,0.318,0.331
"Suarez, Ranger",624133,SL,112,79.697,2171.134,276.036,-0.699,0.448,6.281,2.224,5.695,0.259,0.152,0.188,0.027,0.186,0.325
"Suarez, Robert",663158,CH,269,90.484,1858.23,231.625,-1.422,0.646,6.859,-1.368,5.998,0.16,0.082,0.197,0.056,0.295,0.392
"Suarez, Robert",663158,FF,711,98.635,2402.672,205.309,-0.568,1.5,6.792,-1.194,6.222,0.114,0.149,0.108,0.08,0.302,0.334
"Suarez, Robert",663158,SI,143,98.401,2381.035,205.042,-1.081,1.315,6.87,-1.223,6.161,0.063,0.161,0.154,0.112,0.354,0.342
"Suero, Wander",593833,FC,108,92.072,2501.611,206.194,-0.267,1.47,6.429,-3.773,5.798,0.13,0.167,0.148,0.056,0.214,0.15
"Sugano, Tomoyuki",608372,CU,249,78.178,2673.538,47.329,0.759,-1.012,6.097,-2.262,6.058,0.056,0.241,0.129,0.092,0.529,0.468
"Sugano, Tomoyuki",608372,FC,308,88.162,2471.081,175.675,0.131,0.481,6.21,-2.4,5.995,0.049,0.192,0.107,0.117,0.431,0.341
"Sugano, Tomoyuki",608372,FF,485,92.747,2393.526,208.953,-0.48,1.4,6.23,-2.429,5.986,0.058,0.165,0.118,0.097,0.419,0.378
"Sugano, Tomoyuki",608372,FS,602,87.342,1590.033,216.532,-0.986,0.464,6.31,-2.334,6.018,0.125,0.085,0.231,0.066,0.293,0.351
"Sugano, Tomoyuki",608372,SI,412,92.909,2279.524,209.333,-1.175,1.0,6.263,-2.453,5.955,0.041,0.238,0.107,0.121,0.398,0.334
"Sugano, Tomoyuki",608372,ST,509,83.641,2598.633,65.882,0.937,0.207,6.176,-2.447,5.976,0.106,0.132,0.155,0.098,0.296,0.297
"Sulser, Cole",642121,CH,151,84.029,1652.927,234.099,-1.17,0.227,6.521,-1.733,5.754,0.172,0.04,0.285,0.099,0.205,0.238
"Sulser, Cole",642121,FF,153,92.935,2353.516,214.477,-0.827,1.493,6.631,-1.532,5.767,0.131,0.209,0.098,0.111,0.278,0.355
"Suter, Brent",608718,CH,254,76.748,1689.602,148.098,0.91,0.947,7.207,3.407,6.101,0.138,0.091,0.185,0.035,0.306,0.319
