player_name,pitcher,pitch_type,pitches,avg_velo,avg_spin,avg_spin_axis,avg_pfx_x,avg_pfx_z,avg_extension,avg_release_pos_x,avg_release_pos_z,whiff_rate,called_strike_rate,chase_rate,hard_hit_rate,xwoba_on_contact,xba_on_contact
"Evans, Logan",688138,CH,163,87.322,2044.301,250.38,-1.492,0.165,5.764,-2.348,5.678,0.086,0.092,0.19,0.067,0.233,0.267
"Evans, Logan",688138,CU,131,81.607,3055.374,45.817,0.954,-0.849,5.794,-2.074,6.079,0.076,0.122,0.115,0.137,0.447,0.431
"Evans, Logan",688138,FC,356,87.808,2548.121,146.065,0.122,0.219,5.834,-2.12,6.035,0.112,0.208,0.104,0.093,0.344,0.308
"Evans, Logan",688138,FF,147,92.812,2088.211,237.687,-1.111,0.946,5.763,-2.212,5.964,0.061,0.17,0.027,0.082,0.38,0.282
"Evans, Logan",688138,SI,226,92.901,2002.389,239.327,-1.475,0.441,5.781,-2.201,5.943,0.022,0.257,0.075,0.133,0.358,0.342
"Evans, Logan",688138,ST,315,84.122,2842.727,52.33,1.194,-0.024,5.849,-2.266,5.875,0.086,0.156,0.187,0.095,0.351,0.368
"Fairbanks, Pete",664126,FF,504,97.31,2433.115,189.592,-0.023,1.434,6.501,-0.04,6.932,0.111,0.133,0.111,0.097,0.312,0.311
"Fairbanks, Pete",664126,SL,394,85.294,2533.566,48.509,0.435,-0.451,6.34,0.123,7.108,0.129,0.231,0.132,0.048,0.252,0.284
"Falter, Bailey",663559,CU,246,77.825,1851.244,283.789,-0.288,-0.187,6.965,1.532,5.837,0.093,0.22,0.085,0.085,0.323,0.303
"Falter, Bailey",663559,FF,992,92.143,2125.77,167.633,0.317,1.543,7.248,1.379,5.835,0.067,0.173,0.109,0.111,0.34,0.307
"Falter, Bailey",663559,FS,151,85.274,933.106,149.152,0.315,0.877,7.271,1.411,5.78,0.046,0.146,0.073,0.132,0.422,0.371
"Falter, Bailey",663559,SI,191,92.19,2025.969,170.372,0.625,1.524,7.225,1.33,5.831,0.063,0.251,0.136,0.11,0.284,0.313
"Falter, Bailey",663559,SL,354,85.093,2048.257,203.565,-0.395,0.535,7.145,1.604,5.784,0.099,0.093,0.158,0.116,0.344,0.339
"Farris, Mitch",815083,CH,108,77.624,1430.278,89.509,1.124,-0.094,6.431,1.056,5.993,0.194,0.065,0.269,0.046,0.254,0.351
"Farris, Mitch",815083,FF,202,90.298,2149.827,141.97,0.809,1.312,6.554,0.952,6.081,0.099,0.153,0.084,0.119,0.411,0.382
"Faucher, Calvin",676534,CU,159,86.13,2993.937,28.799,0.824,-1.061,5.932,-1.225,5.921,0.132,0.101,0.17,0.044,0.197,0.284
"Faucher, Calvin",676534,FC,390,92.08,2862.021,135.008,0.313,0.172,5.887,-1.354,5.846,0.079,0.205,0.095,0.077,0.344,0.355
"Faucher, Calvin",676534,FF,182,95.957,2471.934,221.143,-0.644,1.289,5.912,-1.417,5.756,0.038,0.225,0.071,0.06,0.385,0.397
"Faucher, Calvin",676534,SI,131,95.812,2306.168,223.29,-1.393,0.511,5.911,-1.347,5.768,0.076,0.237,0.145,0.008,0.358,0.41
"Faucher, Calvin",676534,ST,191,87.549,3004.728,48.681,1.15,-0.125,5.948,-1.385,5.733,0.115,0.084,0.188,0.073,0.31,0.364
"Fedde, Erick",607200,CH,281,87.634,1807.555,230.665,-1.018,0.211,6.615,-1.701,5.763,0.053,0.078,0.171,0.096,0.354,0.322
"Fedde, Erick",607200,FC,664,90.294,2138.381,195.255,0.103,0.761,6.685,-1.45,5.855,0.095,0.14,0.098,0.095,0.348,0.318
"Fedde, Erick",607200,SI,788,93.233,1972.339,206.684,-0.988,0.778,6.737,-1.242,5.962,0.034,0.23,0.091,0.108,0.389,0.362
"Fedde, Erick",607200,ST,615,82.6,2437.068,78.307,1.068,0.357,6.657,-1.691,5.637,0.111,0.145,0.177,0.072,0.321,0.285
"Feltner, Ryan",663372,FF,174,93.592,2412.213,209.264,-0.294,0.949,6.249,-1.438,5.55,0.069,0.178,0.075,0.103,0.327,0.303
"Ferguson, Caleb",657571,FC,260,88.607,2632.654,201.238,-0.237,0.386,6.383,2.315,5.84,0.115,0.115,0.146,0.081,0.299,0.32
"Ferguson, Caleb",657571,FF,350,93.934,2307.931,148.8,0.408,1.306,6.374,2.26,5.906,0.089,0.146,0.106,0.06,0.293,0.295
"Ferguson, Caleb",657571,SI,261,93.864,2287.375,150.368,1.221,0.939,6.388,2.284,5.871,0.061,0.234,0.153,0.054,0.293,0.305
"Ferguson, Caleb",657571,SV,240,80.441,3014.208,321.204,-0.745,-1.004,6.283,2.289,5.933,0.104,0.171,0.146,0.058,0.314,0.336
"Ferguson, Tyler",621053,FC,108,89.856,2392.037,213.741,0.132,0.52,6.107,-3.323,5.87,0.065,0.222,0.028,0.065,0.336,0.317
"Ferguson, Tyler",621053,FF,381,94.749,2305.115,225.709,-0.71,1.203,6.192,-3.244,5.97,0.115,0.144,0.121,0.071,0.331,0.285
"Ferguson, Tyler",621053,SI,147,94.184,2158.673,232.293,-1.354,0.45,6.22,-3.284,5.863,0.088,0.163,0.231,0.068,0.275,0.242
"Ferguson, Tyler",621053,ST,314,83.669,2537.076,62.459,0.922,0.102,6.109,-3.271,5.919,0.115,0.162,0.185,0.057,0.248,0.297
"Fermin, José",820862,FF,304,96.823,2305.99,213.539,-0.726,1.446,6.281,-1.608,6.228,0.099,0.184,0.086,0.072,0.395,0.332
"Fermin, José",820862,SL,317,89.615,2592.319,197.073,-0.02,0.142,5.99,-1.859,6.294,0.186,0.158,0.161,0.066,0.261,0.226
"Fernandez, Ryan",681676,FF,198,95.22,2208.217,202.525,-0.682,1.453,6.424,-1.62,5.938,0.076,0.167,0.131,0.116,0.377,0.303
"Fernandez, Ryan",681676,SL,247,86.679,2671.449,95.619,0.232,0.033,6.273,-1.892,5.952,0.202,0.105,0.17,0.089,0.253,0.273
"Ferrer, José A.",678606,CH,265,87.801,2184.136,93.457,1.504,0.048,5.974,3.092,5.741,0.238,0.064,0.257,0.038,0.246,0.354
"Ferrer, José A.",678606,FF,106,97.858,2137.538,111.453,1.378,0.678,6.06,2.879,5.852,0.038,0.085,0.028,0.085,0.36,0.396
"Ferrer, José A.",678606,SI,747,97.723,2120.434,111.206,1.525,0.546,6.084,2.963,5.838,0.074,0.228,0.09,0.108,0.319,0.32
"Festa, David",701581,CH,256,87.762,1758.18,215.703,-1.062,0.611,6.878,-2.383,5.945,0.219,0.047,0.211,0.047,0.22,0.231
"Festa, David",701581,FF,278,94.114,2417.309,201.637,-0.246,1.527,7.044,-2.136,6.086,0.068,0.155,0.108,0.104,0.418,0.359
"Festa, David",701581,SI,112,93.938,2296.929,205.045,-1.022,1.219,6.986,-2.019,6.064,0.054,0.214,0.116,0.116,0.365,0.326
"Festa, David",701581,SL,236,87.556,2594.818,111.538,0.135,0.24,6.867,-2.418,5.945,0.148,0.153,0.131,0.085,0.359,0.38
"Festa, Matt",670036,FC,118,90.614,2488.449,177.771,0.378,0.683,6.354,-2.029,5.147,0.119,0.169,0.068,0.068,0.337,0.391
"Festa, Matt",670036,FF,326,92.098,2514.135,196.074,0.05,0.969,6.402,-2.099,5.062,0.129,0.163,0.101,0.083,0.346,0.36
"Festa, Matt",670036,ST,322,83.098,2668.239,61.522,1.299,0.051,6.327,-2.063,5.123,0.14,0.143,0.186,0.053,0.225,0.237
"Finnegan, Kyle",640448,FF,546,96.283,2242.731,211.344,-0.85,1.427,6.636,-1.918,5.731,0.062,0.207,0.084,0.097,0.326,0.312
"Finnegan, Kyle",640448,FS,382,87.397,1017.44,233.134,-0.748,0.299,6.643,-2.273,5.596,0.165,0.11,0.191,0.094,0.267,0.352
"Fisher, Braydon",680755,CU,350,82.967,2501.214,24.82,0.393,-1.221,5.645,0.275,6.48,0.089,0.274,0.117,0.054,0.299,0.383
"Fisher, Braydon",680755,FF,201,95.576,2290.204,203.577,-0.406,1.475,5.617,0.326,6.523,0.095,0.119,0.124,0.09,0.336,0.302
"Fisher, Braydon",680755,SL,378,88.008,2323.302,159.677,0.186,0.208,5.628,0.296,6.496,0.153,0.222,0.169,0.066,0.25,0.287
"Fitts, Richard",690916,FF,285,95.867,2451.961,198.674,-0.2,1.419,6.661,-1.992,6.034,0.098,0.151,0.133,0.081,0.336,0.35
"Fitts, Richard",690916,SL,206,87.816,2410.379,106.883,0.356,0.036,6.607,-2.07,5.997,0.131,0.146,0.126,0.131,0.412,0.351
"Flaherty, Jack",656427,FF,1401,92.974,2267.108,211.769,-0.488,1.321,6.561,-2.521,5.39,0.065,0.238,0.069,0.081,0.357,0.358
"Flaherty, Jack",656427,KC,760,77.903,2392.271,55.397,1.009,-0.724,6.461,-2.666,5.194,0.199,0.111,0.283,0.061,0.231,0.317
"Flaherty, Jack",656427,SL,733,85.08,2434.934,128.212,0.536,0.24,6.508,-2.62,5.332,0.123,0.158,0.181,0.097,0.308,0.319
"Flexen, Chris",623167,CU,115,72.843,2636.243,25.322,0.763,-1.253,6.183,-0.636,6.804,0.13,0.191,0.139,0.043,0.375,0.453
"Flexen, Chris",623167,FC,190,89.062,2499.632,163.153,0.619,0.681,6.182,-0.76,6.824,0.047,0.158,0.084,0.137,0.34,0.287
"Flexen, Chris",623167,FF,277,92.426,2244.856,197.22,-0.18,1.478,6.194,-0.68,6.824,0.061,0.152,0.134,0.097,0.357,0.298
"Fluharty, Mason",689254,FC,570,90.265,2761.504,170.44,-0.294,0.86,6.671,3.435,5.656,0.116,0.156,0.119,0.07,0.295,0.303
"Fluharty, Mason",689254,ST,426,81.767,2751.869,295.39,-1.357,0.149,6.853,3.255,5.704,0.171,0.164,0.197,0.059,0.278,0.289
"Francis, Bowden",670102,CU,160,73.737,2195.05,47.788,1.294,-0.609,6.663,-2.158,6.011,0.088,0.256,0.094,0.044,0.502,0.444
"Francis, Bowden",670102,FF,639,92.469,2253.554,212.125,-0.604,1.526,6.833,-2.128,5.957,0.066,0.172,0.105,0.136,0.353,0.332
"Francis, Bowden",670102,FS,256,82.188,1017.473,231.621,-0.712,0.458,6.942,-2.152,5.892,0.176,0.062,0.176,0.102,0.377,0.398
"Freeland, Kyle",607536,CH,147,86.395,1514.701,127.259,1.025,0.558,6.544,2.595,5.686,0.041,0.082,0.109,0.122,0.394,0.355
"Freeland, Kyle",607536,FC,388,87.294,2370.613,153.16,0.04,0.512,6.573,2.68,5.667,0.085,0.206,0.108,0.157,0.417,0.368
"Freeland, Kyle",607536,FF,828,91.577,2403.732,140.99,0.658,1.254,6.594,2.439,5.894,0.051,0.227,0.06,0.133,0.396,0.361
"Freeland, Kyle",607536,KC,648,82.575,2396.981,321.847,-0.171,-0.545,6.539,2.612,5.646,0.171,0.105,0.247,0.093,0.243,0.298
"Freeland, Kyle",607536,SI,152,91.347,2287.026,142.717,1.169,0.678,6.617,2.575,5.827,0.046,0.151,0.092,0.132,0.45,0.389
"Freeland, Kyle",607536,ST,319,83.606,2332.799,319.352,-0.801,-0.264,6.525,2.746,5.563,0.129,0.138,0.176,0.11,0.256,0.337
"Fried, Max",608331,CH,365,85.371,1655.874,129.753,1.11,0.297,6.651,1.809,5.771,0.14,0.093,0.181,0.06,0.267,0.297
"Fried, Max",608331,CU,567,75.265,2916.372,328.002,-0.88,-1.414,6.393,1.453,6.228,0.157,0.199,0.152,0.048,0.235,0.341
"Fried, Max",608331,FC,923,93.586,2299.423,159.527,-0.124,0.743,6.478,1.538,6.021,0.085,0.146,0.15,0.092,0.326,0.313
"Fried, Max",608331,FF,398,95.923,2209.07,155.842,0.258,1.252,6.572,1.251,6.121,0.106,0.118,0.136,0.085,0.266,0.308
"Fried, Max",608331,SI,580,94.128,2128.566,149.462,0.828,0.358,6.529,1.551,5.979,0.112,0.198,0.122,0.097,0.283,0.285
"Fried, Max",608331,ST,375,81.53,2829.451,306.573,-1.443,-0.297,6.304,1.884,5.853,0.12,0.245,0.099,0.045,0.308,0.37
"Fuentes, Didier",800311,FF,169,95.955,2199.006,218.639,-0.78,1.311,6.772,-2.33,5.14,0.083,0.148,0.101,0.118,0.482,0.427
"Fulmer, Carson",608334,CH,130,86.952,1419.8,246.569,-1.16,0.197,6.345,-2.532,5.505,0.215,0.046,0.308,0.092,0.239,0.242
"Fulmer, Carson",608334,FF,114,92.741,2346.746,222.035,-0.74,1.339,6.297,-2.436,5.538,0.088,0.298,0.061,0.079,0.318,0.287
"Fulmer, Carson",608334,SI,106,92.3,2206.132,217.434,-1.2,0.797,6.327,-2.441,5.564,0.085,0.208,0.142,0.142,0.401,0.347
"Funderburk, Kody",681892,FC,179,92.032,2273.615,153.212,0.054,1.036,7.073,2.32,5.906,0.101,0.168,0.134,0.056,0.357,0.376
"Funderburk, Kody",681892,SI,237,93.306,2327.591,137.785,1.364,0.618,7.154,2.477,5.679,0.059,0.308,0.063,0.059,0.303,0.294
"Funderburk, Kody",681892,ST,144,82.111,2424.049,307.215,-1.201,-0.232,7.008,2.502,5.599,0.132,0.146,0.188,0.049,0.189,0.265
"Gaddis, Hunter",683769,CH,149,78.815,2036.846,246.51,-1.411,0.601,7.161,-2.372,5.875,0.161,0.094,0.154,0.02,0.298,0.427
"Gaddis, Hunter",683769,FF,358,94.677,2298.872,209.047,-0.614,1.413,6.901,-2.234,6.244,0.115,0.154,0.142,0.12,0.32,0.288
"Gaddis, Hunter",683769,SL,591,88.771,2297.755,152.562,0.454,0.407,6.841,-2.26,6.299,0.168,0.152,0.198,0.081,0.28,0.338
"Gage, Matt",657424,FF,146,92.484,2114.027,164.205,0.016,1.239,6.252,1.826,6.505,0.075,0.178,0.123,0.034,0.244,0.242
"Gage, Matt",657424,SL,270,85.411,2297.719,244.696,-0.425,0.059,6.312,2.164,6.331,0.081,0.181,0.133,0.104,0.263,0.286
"Gallen, Zac",668678,CH,501,86.289,1517.509,226.056,-1.021,0.338,6.556,-3.063,5.817,0.138,0.098,0.208,0.07,0.28,0.26
"Gallen, Zac",668678,FF,1410,93.55,2321.894,207.584,-0.359,1.432,6.565,-2.71,6.041,0.042,0.248,0.066,0.103,0.356,0.33
"Gallen, Zac",668678,KC,736,81.062,2441.312,36.02,0.409,-0.954,6.46,-2.919,5.934,0.181,0.155,0.269,0.079,0.255,0.335
"Gallen, Zac",668678,SL,406,88.667,2361.761,166.483,0.395,0.535,6.552,-2.848,5.935,0.079,0.121,0.14,0.089,0.371,0.331
"Garcia, Brandyn",805299,SI,145,96.853,2246.283,117.731,1.415,0.204,5.536,1.697,5.495,0.021,0.193,0.09,0.152,0.38,0.368
"Garcia, Rico",670329,CH,129,86.468,2290.256,229.721,-1.204,1.201,6.119,-1.739,5.87,0.171,0.124,0.116,0.023,0.219,0.297
"Garcia, Rico",670329,CU,114,85.256,2587.404,23.219,0.015,-0.826,5.875,-1.448,5.979,0.07,0.167,0.105,0.07,0.256,0.399
"Garcia, Rico",670329,FF,231,95.507,2494.732,207.693,-0.759,1.638,5.981,-1.403,6.039,0.147,0.152,0.126,0.113,0.345,0.317
"Garcia, Rico",670329,SL,112,87.0,2369.438,135.92,0.077,0.175,5.921,-1.62,5.855,0.17,0.161,0.143,0.062,0.226,0.266
"Garcia, Robert",676395,CH,275,88.922,1686.905,112.736,1.372,0.139,6.326,3.786,5.616,0.16,0.113,0.295,0.069,0.245,0.289
"Garcia, Robert",676395,FF,436,94.435,2251.189,126.958,0.89,1.146,6.495,3.709,5.646,0.138,0.216,0.089,0.062,0.298,0.323
"Garcia, Robert",676395,SL,261,86.895,2403.324,201.816,-0.313,0.257,6.622,3.634,5.698,0.107,0.176,0.107,0.08,0.363,0.363
"García, Luis",472610,FS,196,88.629,1289.551,223.434,-0.762,0.396,6.597,-2.092,6.242,0.128,0.046,0.23,0.092,0.248,0.316
"García, Luis",472610,SI,369,96.978,2190.45,210.363,-1.159,0.871,6.575,-1.976,6.276,0.065,0.225,0.1,0.138,0.359,0.339
"García, Luis",472610,ST,290,82.879,2474.593,67.166,0.996,0.265,6.495,-2.306,6.106,0.148,0.128,0.128,0.045,0.3,0.372
"García, Yimi",554340,FF,159,96.018,2592.541,226.553,-0.826,1.31,5.93,-2.505,5.182,0.157,0.17,0.101,0.088,0.362,0.402
"Garrett, Reed",657585,FC,276,92.495,2501.286,186.649,0.248,0.611,6.111,-2.293,5.635,0.098,0.239,0.101,0.101,0.371,0.326
"Garrett, Reed",657585,FS,219,89.08,1531.324,237.228,-1.025,0.058,6.259,-2.271,5.681,0.192,0.027,0.288,0.041,0.196,0.277
"Garrett, Reed",657585,SI,238,96.951,2285.134,225.122,-1.403,0.606,6.155,-2.222,5.627,0.063,0.147,0.164,0.08,0.343,0.36
"Garrett, Reed",657585,ST,207,86.353,2814.647,62.652,1.07,0.181,6.082,-2.479,5.569,0.203,0.256,0.184,0.034,0.214,0.31
"Gausman, Kevin",592332,FF,1822,94.496,2257.926,218.421,-0.92,1.399,6.666,-2.411,5.798,0.075,0.228,0.087,0.104,0.348,0.324
"Gausman, Kevin",592332,FS,1325,84.863,1680.469,236.742,-1.294,0.358,6.754,-2.594,5.621,0.208,0.059,0.259,0.062,0.225,0.299
"Gausman, Kevin",592332,SL,317,83.465,2319.874,155.454,0.138,0.184,6.629,-2.485,5.72,0.123,0.155,0.139,0.079,0.393,0.378
"Gibaut, Ian",664139,FF,199,94.006,2127.693,204.472,-0.45,1.415,7.089,-1.185,5.837,0.075,0.171,0.126,0.085,0.315,0.287
"Gibson, Cade",806188,CH,132,84.859,1951.538,120.038,1.273,0.177,5.957,1.408,5.826,0.068,0.159,0.167,0.114,0.316,0.318
"Gibson, Cade",806188,CU,259,78.819,2973.085,321.382,-1.065,-1.351,5.873,1.278,5.931,0.147,0.197,0.17,0.046,0.265,0.353
"Gibson, Cade",806188,SI,215,91.621,2262.502,135.549,1.373,0.671,5.99,1.306,5.852,0.019,0.302,0.065,0.079,0.426,0.361
"Gibson, Cade",806188,ST,129,79.64,3032.411,306.132,-1.328,-0.082,5.935,1.613,5.661,0.14,0.101,0.209,0.062,0.278,0.271
"Gibson, Kyle",502043,SI,100,90.904,2070.5,214.15,-1.166,0.557,6.952,-2.001,6.294,0.05,0.2,0.12,0.17,0.448,0.433
"Gil, Luis",661563,CH,236,90.82,1728.962,225.614,-1.205,0.406,6.928,-3.145,5.173,0.064,0.174,0.102,0.081,0.33,0.306
"Gil, Luis",661563,FF,521,95.377,2462.096,200.363,-0.223,1.351,6.808,-2.899,5.753,0.079,0.177,0.086,0.107,0.359,0.337
"Gil, Luis",661563,SL,261,86.673,2649.51,101.153,0.662,0.482,6.831,-3.002,5.653,0.138,0.134,0.123,0.061,0.316,0.268
"Gilbert, Logan",669302,CU,176,82.038,2193.621,43.345,1.089,-0.271,7.387,-0.92,5.718,0.153,0.114,0.188,0.057,0.271,0.351
"Gilbert, Logan",669302,FF,875,95.411,2105.587,212.122,-0.684,1.378,7.598,-0.846,5.806,0.085,0.192,0.067,0.106,0.324,0.302
"Gilbert, Logan",669302,FS,483,81.602,712.809,283.06,-0.409,-0.074,7.415,-0.953,5.676,0.275,0.006,0.29,0.058,0.138,0.294
"Gilbert, Logan",669302,SL,853,87.417,1812.13,104.39,0.054,0.066,7.485,-0.932,5.775,0.155,0.192,0.137,0.084,0.342,0.343
"Gilbert, Tyler",656457,FC,154,87.731,2311.714,146.331,0.052,0.915,5.979,2.535,5.45,0.104,0.065,0.11,0.091,0.251,0.235
"Gilbert, Tyler",656457,FF,102,90.528,2256.892,122.137,0.848,0.905,6.111,3.261,4.876,0.098,0.157,0.176,0.098,0.358,0.328
"Gilbert, Tyler",656457,SI,263,89.857,2149.08,120.981,1.464,0.278,5.998,3.153,4.782,0.053,0.221,0.129,0.095,0.405,0.354
"Gilbert, Tyler",656457,ST,254,81.067,2457.142,306.094,-0.742,0.058,5.735,3.854,4.608,0.185,0.146,0.134,0.035,0.216,0.235
"Gillispie, Connor",687362,FC,117,86.748,2531.658,195.026,0.141,0.672,5.776,-1.886,5.553,0.128,0.205,0.154,0.111,0.388,0.313
"Gillispie, Connor",687362,FF,137,91.264,2339.358,206.628,-0.629,1.647,5.821,-1.676,5.694,0.051,0.19,0.131,0.095,0.386,0.33
"Gillispie, Connor",687362,ST,139,81.117,2547.417,49.986,1.231,-0.198,5.745,-1.939,5.492,0.079,0.187,0.129,0.108,0.339,0.357
"Ginkel, Kevin",656464,FF,248,94.947,2431.548,221.802,-0.746,1.311,6.821,-2.138,6.506,0.073,0.194,0.113,0.093,0.34,0.316
"Ginkel, Kevin",656464,SL,209,84.843,2413.986,46.23,0.362,-0.222,6.725,-2.098,6.551,0.206,0.086,0.239,0.105,0.322,0.352
"Ginn, J.T.",669372,CH,148,88.498,1482.459,236.345,-1.15,0.087,6.742,-1.191,5.624,0.23,0.034,0.25,0.088,0.259,0.328
"Ginn, J.T.",669372,FC,210,91.958,2025.481,220.262,-0.128,0.806,6.633,-1.242,5.639,0.071,0.086,0.129,0.1,0.334,0.287
"Ginn, J.T.",669372,SI,811,93.378,1891.513,221.732,-1.199,0.286,6.696,-1.031,5.695,0.084,0.229,0.122,0.091,0.312,0.318
"Ginn, J.T.",669372,SL,406,86.071,2198.158,54.044,0.391,-0.113,6.634,-1.254,5.503,0.172,0.135,0.187,0.057,0.266,0.329
"Giolito, Lucas",608337,CH,534,81.661,1672.669,223.105,-1.101,1.046,6.655,-1.437,6.249,0.139,0.109,0.154,0.084,0.299,0.285
"Giolito, Lucas",608337,FF,1145,93.259,2231.189,207.301,-0.563,1.511,6.679,-1.331,6.318,0.065,0.209,0.103,0.105,0.387,0.362
"Giolito, Lucas",608337,SL,606,85.978,1966.403,189.908,0.198,0.394,6.514,-1.533,6.285,0.135,0.14,0.165,0.071,0.31,0.347
"Gipson-Long, Sawyer",687830,FF,131,92.785,2295.588,229.412,-0.899,1.198,7.35,-2.265,5.382,0.061,0.214,0.076,0.16,0.537,0.483
"Glasnow, Tyler",607192,CU,415,81.961,2818.959,17.499,0.437,-1.333,7.299,-1.495,6.087,0.173,0.128,0.188,0.039,0.196,0.333
"Glasnow, Tyler",607192,FF,625,95.822,2536.379,190.448,-0.106,1.362,7.616,-1.598,5.958,0.078,0.221,0.074,0.066,0.306,0.264
"Glasnow, Tyler",607192,SI,384,96.172,2500.823,191.305,-0.897,1.17,7.65,-1.639,5.888,0.052,0.268,0.047,0.086,0.357,0.364
"Glasnow, Tyler",607192,SL,398,89.459,2661.465,91.766,0.255,-0.011,7.475,-1.812,5.886,0.173,0.103,0.163,0.06,0.291,0.335
"Gomber, Austin",596295,CH,164,80.965,1661.25,123.567,0.775,0.9,6.807,2.119,6.465,0.122,0.152,0.134,0.116,0.3,0.279
"Gomber, Austin",596295,FF,340,89.446,2100.982,152.088,0.564,1.362,6.646,2.051,6.673,0.032,0.191,0.047,0.135,0.438,0.33
"Gomber, Austin",596295,KC,248,76.031,2529.851,331.835,-0.549,-0.867,6.608,2.024,6.634,0.069,0.218,0.125,0.069,0.32,0.325
"Gomber, Austin",596295,SL,153,82.426,2354.588,215.353,-0.386,0.276,6.697,2.151,6.603,0.078,0.111,0.124,0.098,0.323,0.27
"Gonsolin, Tony",664062,CU,103,81.719,2749.427,40.621,0.604,-1.035,5.829,-0.728,6.162,0.078,0.359,0.078,0.078,0.454,0.36
"Gonsolin, Tony",664062,FF,245,93.501,2235.763,218.367,-0.844,1.381,5.919,-0.844,6.14,0.086,0.171,0.09,0.11,0.392,0.32
"Gonsolin, Tony",664062,FS,163,84.169,1510.975,252.074,-1.094,-0.101,5.843,-0.967,6.015,0.178,0.11,0.135,0.067,0.197,0.272
"González, Wikelman",682790,FF,206,95.108,2411.218,226.301,-0.974,1.19,6.836,-1.913,5.164,0.097,0.189,0.083,0.102,0.336,0.345
"Gordon, Colton",676467,CH,114,83.894,1465.982,133.482,1.011,0.569,6.875,2.523,5.468,0.14,0.07,0.167,0.114,0.295,0.301
"Gordon, Colton",676467,CU,148,75.569,2605.973,295.831,-1.093,-0.148,6.791,2.71,5.518,0.081,0.25,0.122,0.081,0.392,0.402
"Gordon, Colton",676467,FF,595,91.082,2040.667,140.113,0.832,1.357,6.827,2.417,5.695,0.071,0.178,0.103,0.097,0.393,0.384
"Gordon, Colton",676467,SI,157,91.546,2142.86,138.65,1.314,1.043,6.896,2.542,5.585,0.019,0.268,0.127,0.096,0.233,0.254
"Gordon, Colton",676467,ST,396,80.622,2636.141,278.97,-0.891,0.51,6.836,3.051,5.175,0.116,0.111,0.139,0.086,0.273,0.284
"Gordon, Tanner",685299,CH,263,83.207,2106.43,240.399,-1.028,0.615,6.332,-2.723,6.211,0.144,0.087,0.202,0.11,0.356,0.359
"Gordon, Tanner",685299,FF,657,92.265,2253.504,221.097,-0.927,1.197,6.198,-2.73,6.186,0.064,0.178,0.088,0.114,0.382,0.384
"Gordon, Tanner",685299,SL,319,84.184,2101.918,148.614,0.125,0.168,6.094,-2.876,6.066,0.091,0.122,0.113,0.082,0.351,0.349
"Gore, MacKenzie",669022,CH,289,86.153,2092.744,119.945,1.169,0.692,6.998,1.933,5.567,0.204,0.08,0.242,0.045,0.285,0.291
"Gore, MacKenzie",669022,CU,675,81.564,2344.44,336.827,-0.387,-1.082,6.831,1.716,5.771,0.15,0.159,0.19,0.071,0.293,0.367
"Gore, MacKenzie",669022,FC,128,90.316,1960.906,151.844,-0.036,0.671,6.838,1.84,5.777,0.188,0.07,0.219,0.109,0.259,0.356
"Gore, MacKenzie",669022,FF,1388,95.256,2260.048,146.896,0.551,1.418,6.869,1.985,5.688,0.093,0.146,0.115,0.084,0.379,0.358
"Gore, MacKenzie",669022,SL,338,86.713,2096.328,230.145,-0.088,0.181,6.841,1.967,5.6,0.195,0.124,0.154,0.068,0.235,0.321
"Graceffo, Gordon",700669,CU,195,83.376,2654.041,15.123,0.136,-1.315,6.219,-1.499,6.209,0.123,0.108,0.174,0.062,0.241,0.279
"Graceffo, Gordon",700669,FF,329,95.736,2084.116,206.331,-0.447,1.34,6.388,-1.496,6.145,0.073,0.204,0.097,0.134,0.346,0.393
"Graceffo, Gordon",700669,SL,201,89.221,2358.915,150.687,0.157,0.226,6.379,-1.636,6.017,0.139,0.144,0.139,0.104,0.321,0.323
"Granillo, Andre",701552,FF,102,94.578,2284.412,199.961,-0.3,1.372,6.183,-0.638,6.531,0.088,0.206,0.069,0.078,0.422,0.562
"Granillo, Andre",701552,SL,235,83.496,2333.868,108.196,0.179,0.299,6.037,-1.094,6.241,0.183,0.115,0.149,0.06,0.279,0.228
"Graveman, Kendall",608665,SI,128,94.564,2216.258,223.758,-1.293,0.792,6.376,-1.095,5.768,0.062,0.211,0.148,0.172,0.425,0.37
"Gray, Sonny",543243,CH,229,86.195,1859.812,216.952,-1.137,0.573,6.531,-1.01,5.383,0.096,0.162,0.109,0.057,0.426,0.375
"Gray, Sonny",543243,CU,498,80.267,2583.61,28.478,1.059,-1.144,6.45,-0.73,5.631,0.122,0.255,0.153,0.072,0.304,0.349
"Gray, Sonny",543243,FC,342,87.846,2679.599,127.886,0.428,0.181,6.49,-0.84,5.573,0.096,0.173,0.111,0.088,0.368,0.347
"Gray, Sonny",543243,FF,589,91.717,2502.421,196.946,0.124,0.874,6.491,-0.814,5.563,0.081,0.222,0.085,0.102,0.428,0.375
"Gray, Sonny",543243,SI,490,92.358,2400.88,204.576,-0.857,0.701,6.536,-0.791,5.543,0.059,0.247,0.098,0.104,0.303,0.339
"Gray, Sonny",543243,ST,523,85.104,2660.79,42.505,1.244,-0.339,6.462,-0.8,5.577,0.249,0.05,0.337,0.082,0.183,0.322
"Green, Chad",643338,FF,356,95.196,2482.354,208.163,-0.568,1.534,6.407,-1.809,6.163,0.101,0.129,0.129,0.143,0.385,0.342
