player_name,pitch_type,swings,avg_physics,avg_xwoba,whiff_rate,avg_launch_speed,avg_chase_deviation,outside_zone_pitches,raw_chase_rate,physics_z,chase_z,discomfort_score
"Iglesias, Raisel",FF,198,0.4816,0.2262,0.2424,85.0076,0.0255,159,0.2516,0.7266,0.285,0.0246
"Imanaga, Shota",FF,562,-0.907,0.3623,0.1263,84.646,-0.0047,428,0.2313,-1.3552,-0.2479,-0.0381
"Imanaga, Shota",FS,189,-0.3863,0.292,0.2804,80.0405,0.0533,171,0.4094,-0.5746,0.7752,0.0082
"Imanaga, Shota",ST,148,0.4621,0.2675,0.3176,79.9295,0.0334,164,0.3293,0.6974,0.4242,0.0278
"Irvin, Jake",CH,110,-1.3748,0.3514,0.1455,87.9467,-0.0873,98,0.2245,-2.0567,-1.7072,-0.0947
"Irvin, Jake",CU,344,-1.1277,0.3148,0.2413,82.5083,0.0227,361,0.3158,-1.6862,0.2349,-0.0324
"Irvin, Jake",FF,422,-0.1276,0.3838,0.1517,85.7893,0.0119,435,0.2322,-0.1868,0.0455,-0.0031
"Irvin, Jake",SI,283,0.078,0.3202,0.1025,83.4097,0.0331,224,0.2768,0.1214,0.4191,0.0144
"Jackson, Luke",FF,102,0.0551,0.3355,0.1078,84.1282,-0.0503,126,0.1825,0.0871,-1.0533,-0.0271
"Jackson, Luke",SL,178,-0.9422,0.2759,0.2416,83.2926,-0.0051,182,0.3132,-1.408,-0.2547,-0.0395
"Jacob, Alek",FF,108,0.1238,0.2445,0.2222,79.4519,-0.0457,116,0.1983,0.1902,-0.9719,-0.0225
"Jansen, Kenley",FC,340,-0.3493,0.2974,0.1971,84.5408,-0.0306,249,0.2369,-0.5191,-0.7062,-0.0315
"Javier, Cristian",FF,115,0.1227,0.1995,0.1304,84.5259,-0.0081,116,0.2328,0.1885,-0.3081,-0.0042
"Jax, Griffin",CH,130,-0.2241,0.1946,0.4385,81.0877,0.073,141,0.4184,-0.3314,1.1234,0.0234
"Jax, Griffin",ST,179,0.554,0.2417,0.4358,80.3217,0.1,205,0.3951,0.8352,1.5998,0.0635
"Jobe, Jackson",FF,116,-0.3116,0.3322,0.1379,86.2883,-0.0211,130,0.2077,-0.4626,-0.5384,-0.0256
"Jobe, Jackson",SL,103,0.1659,0.2579,0.233,81.1443,-0.0014,120,0.325,0.2533,-0.1896,0.0006
"Johnson, Pierce",CU,239,0.0953,0.303,0.251,83.1154,0.015,231,0.3074,0.1474,0.0992,0.0061
"Junis, Jakob",CH,102,-0.5485,0.1872,0.2451,81.2239,0.0414,111,0.3784,-0.8178,0.5653,-0.0032
"Junis, Jakob",SI,113,0.6119,0.4258,0.1062,82.7789,-0.0064,103,0.2427,0.9219,-0.2793,0.0135
"Junis, Jakob",SL,176,-0.0387,0.2499,0.3068,80.2241,-0.0473,217,0.2581,-0.0535,-1.0006,-0.0289
"Junk, Janson",FF,315,-0.6484,0.3111,0.1238,85.4454,0.0667,244,0.3115,-0.9676,1.0129,0.0057
"Junk, Janson",SL,236,-0.8999,0.3282,0.2246,82.6006,0.0056,193,0.3316,-1.3447,-0.0657,-0.0328
"Junk, Janson",ST,120,-0.5783,0.2375,0.1833,80.2889,0.0323,103,0.3301,-0.8625,0.4046,-0.0087
"Kahnle, Tommy",CH,375,0.0985,0.3019,0.232,83.5928,-0.0555,456,0.2785,0.1523,-1.1456,-0.0282
"Keller, Brad",FF,216,-0.3185,0.264,0.1528,84.5316,-0.0421,199,0.1859,-0.473,-0.9085,-0.036
"Keller, Mitch",FF,483,-0.0061,0.3298,0.1387,83.2839,-0.0357,397,0.199,-0.0045,-0.7964,-0.0221
"Keller, Mitch",SI,209,-0.8395,0.3113,0.1196,84.7835,-0.1251,202,0.1337,-1.2541,-2.375,-0.0946
"Keller, Mitch",SL,209,-0.106,0.2873,0.2632,82.9535,0.0381,204,0.3578,-0.1544,0.5076,0.0105
"Keller, Mitch",ST,238,-0.6627,0.2726,0.2563,81.7112,0.0716,237,0.3966,-0.9891,1.0989,0.0076
"Kelly, Kevin",SI,146,-0.6782,0.4235,0.1301,86.2771,-0.0137,115,0.2348,-1.0123,-0.4081,-0.0346
"Kelly, Merrill",CH,417,0.1533,0.2322,0.3285,81.238,0.1507,512,0.4824,0.2343,2.4949,0.0744
"Kelly, Merrill",FC,239,0.0009,0.3806,0.1464,81.6717,0.0316,222,0.2883,0.0058,0.3924,0.011
"Kelly, Merrill",FF,263,-0.4336,0.3152,0.2091,84.1101,-0.0366,281,0.1851,-0.6456,-0.812,-0.0374
"Kelly, Merrill",SI,161,-1.1042,0.3808,0.0559,86.3417,-0.0443,154,0.1948,-1.6509,-0.948,-0.0643
"Kelly, Michael",ST,110,-0.7697,0.3748,0.1364,84.0576,-0.0112,110,0.2818,-1.1495,-0.3631,-0.0366
"Kerkering, Orion",FF,162,0.6739,0.2293,0.2593,82.8752,0.0125,155,0.2387,1.0149,0.0559,0.025
"Kerkering, Orion",ST,189,0.3241,0.2851,0.2328,81.4684,-0.0404,218,0.2569,0.4904,-0.8788,-0.013
"Kershaw, Clayton",FF,209,-0.4416,0.3145,0.0718,85.7753,-0.1545,263,0.0837,-0.6576,-2.8939,-0.0952
"Kershaw, Clayton",SL,378,-1.3353,0.2951,0.254,85.5888,0.0235,341,0.349,-1.9974,0.249,-0.0392
"Kikuchi, Yusei",CH,164,0.1404,0.2512,0.2622,79.56,-0.0257,214,0.3178,0.215,-0.6188,-0.0122
"Kikuchi, Yusei",CU,151,-0.0371,0.2027,0.2914,81.959,-0.012,169,0.3018,-0.0512,-0.3774,-0.0116
"Kikuchi, Yusei",FF,498,-0.3884,0.3384,0.1867,83.5281,-0.0266,466,0.2146,-0.5777,-0.6347,-0.0309
"Kikuchi, Yusei",SL,493,-0.7984,0.3331,0.2211,84.9566,-0.0463,487,0.2752,-1.1925,-0.9832,-0.0547
"King, Bryan",FF,320,0.6444,0.293,0.2156,82.0862,0.053,251,0.2869,0.9706,0.7698,0.0437
"King, Bryan",ST,114,-0.5064,0.2897,0.2281,82.2897,0.0491,127,0.3386,-0.7546,0.7012,0.002
"King, John",SI,210,-0.0267,0.3397,0.1286,85.6799,0.0012,165,0.2545,-0.0355,-0.1443,-0.0048
"King, Michael",CH,130,-0.1947,0.2271,0.2385,77.1322,0.0736,146,0.3973,-0.2874,1.1337,0.0247
"King, Michael",FF,130,0.5239,0.4836,0.2923,82.0131,-0.0038,159,0.2201,0.79,-0.2333,0.0118
"King, Michael",SI,118,-0.097,0.3034,0.1271,82.7758,-0.0041,133,0.2406,-0.1409,-0.2381,-0.0098
"Kinley, Tyler",FF,106,0.183,0.2967,0.1132,87.5419,-0.0489,141,0.1844,0.2789,-1.0294,-0.0221
"Kinley, Tyler",SL,372,0.3066,0.2556,0.3306,80.8044,0.0424,352,0.3551,0.4642,0.5833,0.0268
"Kirby, George",FF,335,0.2662,0.2498,0.2597,82.518,0.0819,322,0.3043,0.4036,1.281,0.0448
"Kirby, George",SI,267,-0.4462,0.3506,0.1086,82.9632,-0.0484,288,0.1944,-0.6644,-1.0205,-0.0436
"Kirby, George",ST,249,-0.0562,0.3018,0.2932,84.8069,0.0652,279,0.362,-0.0798,0.9863,0.0255
"Kittredge, Andrew",SI,124,-1.0621,0.3635,0.0968,81.6663,0.0578,138,0.3043,-1.5878,0.8552,-0.013
"Kittredge, Andrew",SL,247,0.4528,0.2072,0.3644,81.8835,0.1804,236,0.5085,0.6834,3.0197,0.0993
"Knack, Landon",FF,167,-0.591,0.4027,0.1497,84.1757,0.0306,150,0.2467,-0.8816,0.3756,-0.0099
"Kochanowicz, Jack",CH,140,-0.5637,0.3416,0.25,84.6047,0.035,133,0.3534,-0.8406,0.4534,-0.0068
"Kochanowicz, Jack",FF,155,-0.2909,0.3291,0.2129,85.3661,-0.0121,170,0.2235,-0.4317,-0.3791,-0.0204
"Kochanowicz, Jack",SI,397,-0.621,0.3242,0.136,87.3029,0.0309,418,0.2799,-0.9265,0.3805,-0.0108
"Koenig, Jared",SI,247,0.2142,0.2576,0.1538,84.8598,-0.0439,204,0.1961,0.3256,-0.9401,-0.0185
"Kolek, Stephen",FC,106,-0.6216,0.2849,0.1981,84.9235,-0.0304,86,0.2209,-0.9275,-0.7022,-0.0408
"Kolek, Stephen",FF,167,0.1311,0.3358,0.1317,84.3935,-0.0466,203,0.1724,0.2011,-0.9887,-0.0227
"Kolek, Stephen",SI,188,-0.2317,0.2977,0.1277,85.5687,0.059,160,0.3062,-0.3428,0.8765,0.0163
"Kolek, Stephen",SL,137,-0.5389,0.3147,0.2044,84.0867,0.0048,139,0.3237,-0.8035,-0.0805,-0.0208
"Kranick, Max",FF,114,0.2195,0.26,0.2281,82.1696,0.0767,96,0.3125,0.3335,1.1897,0.0406
"Kranick, Max",SL,103,-0.9471,0.3627,0.1068,84.7679,-0.1341,69,0.1884,-1.4154,-2.5336,-0.1027
"Kremer, Dean",CU,126,-0.0178,0.3106,0.2063,83.4447,0.0627,152,0.3618,-0.0222,0.9413,0.0255
"Kremer, Dean",FC,225,0.4404,0.277,0.2222,80.0533,0.0238,266,0.312,0.6648,0.254,0.0224
"Kremer, Dean",FF,335,-0.2602,0.3277,0.1343,84.3974,0.002,305,0.2295,-0.3855,-0.1307,-0.0125
"Kremer, Dean",FS,204,-0.3685,0.2209,0.3676,77.8912,-0.0256,230,0.3391,-0.548,-0.6169,-0.0297
"Kremer, Dean",SI,229,0.2192,0.3508,0.0786,82.7434,0.0078,188,0.2606,0.3331,-0.0272,0.0069
"Latz, Jacob",CH,149,-0.0248,0.3016,0.4161,79.963,0.0066,180,0.3611,-0.0327,-0.0481,-0.0021
"Latz, Jacob",FF,344,-0.5949,0.3062,0.2064,83.7348,0.0154,288,0.2465,-0.8874,0.1067,-0.0175
"Latz, Jacob",SL,124,0.7915,0.2051,0.2903,80.2235,-0.0227,139,0.295,1.1912,-0.5666,0.0118
"Lauer, Eric",FC,142,-0.1009,0.4011,0.2113,81.6061,-0.0049,135,0.2519,-0.1467,-0.2519,-0.0104
"Lauer, Eric",FF,441,-0.4617,0.3031,0.1633,83.0313,0.0402,338,0.2781,-0.6877,0.5444,-0.0008
"Lazar, Max",FF,160,0.4318,0.3755,0.15,86.8713,0.0027,136,0.2426,0.6519,-0.1181,0.0118
"Leahy, Kyle",FF,157,0.9917,0.3286,0.2038,84.2615,-0.0372,174,0.1897,1.4913,-0.8217,0.0117
"Leahy, Kyle",SL,132,-1.1307,0.422,0.1667,82.6637,-0.0976,93,0.2043,-1.6906,-1.8891,-0.0913
"Leahy, Kyle",ST,103,-0.9028,0.2892,0.301,79.2299,0.1349,81,0.4321,-1.349,2.2166,0.0302
"Leasure, Jordan",FF,286,-0.668,0.2588,0.2063,84.5564,0.032,304,0.2632,-0.9969,0.3998,-0.0119
"Leasure, Jordan",SL,219,1.3483,0.2064,0.3653,79.0754,0.0099,266,0.3271,2.026,0.0088,0.047
"Lee, Dylan",FF,151,0.0001,0.3531,0.1457,82.7053,-0.0208,123,0.2114,0.0046,-0.5323,-0.0146
"Lee, Dylan",SL,310,-0.5549,0.2307,0.4032,81.2175,0.0423,299,0.3445,-0.8274,0.5817,-0.003
"Legumina, Casey",FF,212,0.846,0.238,0.2406,81.8007,0.0411,192,0.2656,1.273,0.5596,0.0448
"Leiter Jr., Mark",SI,129,-0.4791,0.371,0.093,84.4936,-0.0377,108,0.213,-0.7137,-0.831,-0.0395
"Leiter, Jack",CH,169,-0.2903,0.2955,0.3077,83.5843,-0.1166,229,0.2096,-0.4306,-2.2239,-0.0715
"Leiter, Jack",FF,484,0.1307,0.2861,0.186,83.8972,0.0044,438,0.2374,0.2004,-0.0874,0.0022
"Leiter, Jack",SI,142,-0.0441,0.4062,0.1338,84.9991,0.0422,120,0.2833,-0.0616,0.5806,0.0146
"Leiter, Jack",SL,299,-0.6792,0.269,0.2508,82.3066,-0.0171,281,0.3096,-1.0138,-0.4666,-0.0363
"Liberatore, Matthew",CH,115,-0.9971,0.3285,0.1478,84.3798,-0.0975,125,0.248,-1.4903,-1.8866,-0.0866
"Liberatore, Matthew",CU,104,0.6619,0.2203,0.3269,81.9327,0.0184,161,0.323,0.9968,0.1599,0.0274
"Liberatore, Matthew",FF,328,-0.3445,0.368,0.0976,85.9465,0.0284,294,0.2721,-0.512,0.3362,-0.0025
"Liberatore, Matthew",SI,116,0.2444,0.4295,0.0517,87.4621,-0.0499,94,0.1702,0.3709,-1.0466,-0.0204
"Liberatore, Matthew",SL,274,-0.1256,0.2659,0.3066,83.3023,0.1021,258,0.4264,-0.1837,1.637,0.0411
"Littell, Zack",FF,324,-0.3255,0.3066,0.2006,84.9684,0.0655,293,0.3038,-0.4835,0.991,0.0163
"Littell, Zack",FS,258,-0.1701,0.264,0.2287,84.1588,0.0013,238,0.3613,-0.2505,-0.1416,-0.0097
"Littell, Zack",SI,213,0.4508,0.3088,0.108,83.3715,-0.0035,154,0.2468,0.6804,-0.2266,0.0094
"Littell, Zack",SL,387,-0.3904,0.3659,0.1654,84.0116,0.0027,330,0.3212,-0.5808,-0.1175,-0.0166
"Little, Brendon",SI,189,-0.9913,0.3225,0.291,86.5474,-0.0328,302,0.2119,-1.4817,-0.7452,-0.0548
"Lodolo, Nick",CH,273,-0.4818,0.2865,0.2491,79.9874,0.0421,293,0.3857,-0.7178,0.5778,-0.0006
"Lodolo, Nick",CU,269,0.6316,0.1758,0.3755,81.0632,0.073,308,0.3701,0.9514,1.1245,0.0531
"Lodolo, Nick",FF,307,1.3194,0.2953,0.1987,82.7014,-0.0163,304,0.227,1.9826,-0.4529,0.0332
"Lodolo, Nick",SI,240,-0.1313,0.3617,0.1083,83.7192,0.0313,196,0.2704,-0.1923,0.387,0.0063
"Long, Sam",FF,131,-0.2949,0.3313,0.0916,84.664,-0.0525,118,0.1864,-0.4376,-1.0926,-0.0403
"Lopez, Jacob",FC,107,0.0543,0.2689,0.1589,80.6987,-0.0117,93,0.2473,0.086,-0.3713,-0.0083
"Lopez, Jacob",FF,223,0.3994,0.2173,0.2691,77.2906,-0.0091,329,0.2432,0.6034,-0.3265,0.0049
"Lopez, Jacob",SL,236,-0.6399,0.205,0.3136,77.0399,0.0299,233,0.3519,-0.9548,0.3624,-0.012
"Lord, Brad",CH,118,-0.7358,0.3204,0.178,82.2043,-0.0722,135,0.2519,-1.0986,-1.4407,-0.0652
"Lord, Brad",FF,538,0.3864,0.311,0.2063,81.9243,0.0076,398,0.2362,0.5839,-0.0314,0.0126
"Lord, Brad",SI,187,0.9007,0.3079,0.0856,83.0256,0.0913,166,0.3373,1.3549,1.4475,0.0713
"Lord, Brad",SL,162,-0.5336,0.2939,0.2654,84.3564,-0.0776,219,0.2466,-0.7955,-1.5355,-0.0608
"Lorenzen, Michael",CH,195,-0.15,0.181,0.3949,79.3915,0.0024,226,0.323,-0.2203,-0.1223,-0.0085
"Lorenzen, Michael",FC,109,-0.6317,0.3464,0.1835,80.673,0.0104,102,0.2941,-0.9426,0.0177,-0.0212
"Lorenzen, Michael",FF,210,-0.0498,0.3513,0.1476,86.1183,-0.0209,215,0.2,-0.0701,-0.5339,-0.0164
"Lorenzen, Michael",SI,172,0.0582,0.3824,0.093,85.2655,0.0138,185,0.2703,0.0917,0.0791,0.0043
"Lorenzen, Michael",SL,135,0.6592,0.3094,0.2444,82.3832,-0.003,123,0.3252,0.9929,-0.2192,0.0168
"Loáisiga, Jonathan",SI,133,-0.2059,0.2879,0.2105,84.2047,0.1866,138,0.442,-0.3042,3.1297,0.0796
"Lucas, Easton",FF,117,0.8526,0.3234,0.265,84.2875,0.0931,83,0.3253,1.2828,1.4779,0.0705
"Lucchesi, Joey",SI,119,0.483,0.293,0.1429,84.1247,0.0634,109,0.2936,0.7287,0.9537,0.0432
"Lugo, Seth",CH,108,-0.5721,0.3925,0.1759,83.7259,-0.0541,111,0.2703,-0.8532,-1.1208,-0.0507
"Lugo, Seth",CU,153,-1.1488,0.2971,0.2484,82.2757,0.0698,165,0.3576,-1.7177,1.0663,-0.0101
"Lugo, Seth",FC,131,0.9018,0.3165,0.2137,84.0404,-0.0507,142,0.2042,1.3565,-1.0608,0.0019
"Lugo, Seth",FF,185,0.5019,0.3452,0.1243,85.5818,-0.0535,229,0.1616,0.757,-1.1109,-0.0133
"Lugo, Seth",SI,142,-0.4016,0.3907,0.1268,86.8136,-0.0261,138,0.2174,-0.5976,-0.6272,-0.0311
"Luzardo, Jesús",CH,260,-0.2925,0.2753,0.3192,79.9789,0.0005,266,0.3496,-0.434,-0.1574,-0.0144
"Luzardo, Jesús",FF,473,-0.1372,0.3089,0.1776,83.5582,-0.0259,459,0.2157,-0.2011,-0.6228,-0.0219
"Luzardo, Jesús",SI,153,-0.3127,0.3447,0.1503,85.5076,0.0364,110,0.2818,-0.4643,0.4767,0.0025
"Luzardo, Jesús",ST,355,0.0563,0.1896,0.4028,80.3215,0.042,454,0.3326,0.0889,0.5758,0.018
"Lynch IV, Daniel",SL,136,-0.1163,0.2641,0.2868,83.8034,-0.0332,163,0.2883,-0.1698,-0.7521,-0.0247
"López, Pablo",CH,121,-0.3018,0.3129,0.2397,80.756,0.0058,157,0.3439,-0.4479,-0.0631,-0.0121
"López, Pablo",FF,265,0.2891,0.3412,0.2113,83.6411,0.0685,181,0.2818,0.438,1.0434,0.039
"Mahle, Tyler",FF,302,0.1507,0.2922,0.2053,83.8394,-0.0023,323,0.2198,0.2305,-0.2064,-0.0004
"Mahle, Tyler",FS,131,-0.9682,0.3048,0.2595,79.5174,0.0787,103,0.4175,-1.447,1.2236,0.0005
"Manaea, Sean",FF,366,1.0778,0.2876,0.1995,81.1757,0.0568,245,0.3184,1.6204,0.838,0.0606
"Manaea, Sean",ST,135,-0.4202,0.1874,0.3556,79.1226,-0.0468,169,0.2663,-0.6254,-0.9914,-0.0419
"Martin, Chris",FC,107,0.9109,0.3775,0.215,83.0064,0.0559,72,0.3056,1.3703,0.8222,0.0544
"Martin, Davis",CH,274,-0.543,0.3173,0.1715,86.8407,-0.018,305,0.3115,-0.8095,-0.4832,-0.032
"Martin, Davis",FF,361,-0.2525,0.2943,0.1801,82.6657,0.0095,321,0.243,-0.374,0.0014,-0.0086
"Martin, Davis",SI,122,-1.1891,0.4175,0.0492,88.1897,-0.0828,65,0.1692,-1.7782,-1.6271,-0.086
"Martin, Davis",SL,228,-0.3492,0.3058,0.2939,81.4703,0.0179,280,0.3357,-0.519,0.1501,-0.0078
"Martinez, Nick",CH,230,1.66,0.2297,0.2739,79.9799,-0.0385,241,0.2822,2.4933,-0.8445,0.0341
"Martinez, Nick",FC,240,-0.5333,0.3475,0.1583,83.2265,-0.0212,195,0.241,-0.795,-0.54,-0.0333
"Martinez, Nick",FF,271,-0.4425,0.3634,0.0996,84.9542,0.0298,209,0.2488,-0.6588,0.3604,-0.0052
"Martinez, Nick",SI,197,0.169,0.2722,0.1168,81.505,0.0386,185,0.2811,0.2579,0.517,0.0203
"Martinez, Nick",SL,118,0.6224,0.2834,0.3305,82.3295,-0.0442,140,0.2786,0.9377,-0.9454,-0.0045
"Maton, Phil",CU,175,-0.7075,0.1431,0.4057,75.123,0.1566,171,0.4561,-1.0562,2.6002,0.0476
"Maton, Phil",FC,145,2.1132,0.2325,0.3034,82.712,-0.0302,152,0.2303,3.1727,-0.698,0.0539
"Matsui, Yuki",FF,192,-0.804,0.3007,0.1406,83.5967,0.0058,187,0.2299,-1.2009,-0.0635,-0.0295
"Matthews, Zebby",FF,283,-0.3278,0.4032,0.2014,85.0537,-0.0361,196,0.199,-0.4869,-0.8026,-0.0334
"Matthews, Zebby",SL,187,-0.1064,0.2343,0.3583,81.1971,0.1013,205,0.4341,-0.155,1.6239,0.0414
"Mattson, Isaac",FF,295,0.3593,0.2201,0.1932,82.6207,0.0268,264,0.2652,0.5433,0.3071,0.021
"Matz, Steven",CH,105,0.3421,0.2682,0.2,79.4935,0.0859,120,0.425,0.5175,1.351,0.0493
"Matz, Steven",SI,312,0.8653,0.2958,0.1314,83.0972,0.0034,230,0.2478,1.3018,-0.1063,0.0271
"May, Dustin",FF,165,0.5374,0.2384,0.2303,84.1875,-0.0062,184,0.2174,0.8102,-0.2742,0.0111
"May, Dustin",SI,284,-1.0097,0.4307,0.0845,88.7838,-0.0067,285,0.2351,-1.5093,-0.283,-0.0426
"May, Dustin",ST,298,-0.5163,0.2465,0.2651,79.2855,-0.0136,392,0.301,-0.7695,-0.4057,-0.029
"McCullers Jr., Lance",ST,120,-0.5392,0.2551,0.25,80.8143,-0.0902,158,0.1835,-0.8038,-1.7582,-0.0672
"McGreevy, Michael",FF,158,0.5439,0.37,0.1835,86.2479,-0.0616,164,0.1707,0.82,-1.2534,-0.0158
"McGreevy, Michael",SI,149,-0.2109,0.2624,0.0604,85.4583,0.0112,84,0.2619,-0.3116,0.0322,-0.0063
"McGreevy, Michael",ST,103,-0.5203,0.3246,0.2621,82.9227,-0.0489,155,0.2387,-0.7756,-1.0282,-0.0463
"Mears, Nick",FF,250,0.3093,0.3577,0.144,85.0554,-0.0162,187,0.2299,0.4683,-0.4511,-0.0017
"Mears, Nick",SL,191,0.5837,0.265,0.3665,79.2062,0.1308,173,0.4451,0.8796,2.1435,0.0796
"Megill, Trevor",FF,238,0.3408,0.3008,0.1807,84.8789,0.0307,191,0.2513,0.5155,0.3774,0.0223
"Megill, Tylor",FF,236,1.006,0.2999,0.2415,83.4688,-0.0051,202,0.2129,1.5127,-0.2561,0.0278
"Megill, Tylor",SI,102,-0.3296,0.312,0.1471,83.7877,0.0581,103,0.3301,-0.4896,0.861,0.0125
"Megill, Tylor",SL,113,1.7651,0.1868,0.469,84.346,0.016,190,0.3579,2.6508,0.1173,0.0644
"Mejia, Juan",FF,337,0.7261,0.1966,0.2611,81.0181,0.0401,338,0.2751,1.0931,0.5421,0.0402
"Mejia, Juan",ST,144,1.1254,0.2662,0.3125,81.0182,0.0523,164,0.372,1.6918,0.7585,0.06
"Melton, Troy",FF,168,-0.5491,0.2951,0.25,84.7221,-0.0466,135,0.1852,-0.8188,-0.9889,-0.0462
"Mey, Luis",SI,113,0.5034,0.3019,0.2035,84.8129,0.0025,151,0.2318,0.7592,-0.1216,0.0141
"Meyer, Max",FF,106,0.1877,0.4373,0.1226,85.8079,-0.0147,98,0.2041,0.286,-0.4253,-0.0052
"Meyer, Max",SL,176,-0.8946,0.2985,0.392,84.4562,0.1063,165,0.4242,-1.3366,1.7122,0.0166
"Mikolas, Miles",CH,119,-0.659,0.3364,0.1429,82.4162,-0.102,129,0.2248,-0.9834,-1.966,-0.0771
"Mikolas, Miles",CU,121,-0.4078,0.2715,0.2149,82.4489,-0.0596,201,0.2239,-0.6068,-1.2174,-0.0477
"Mikolas, Miles",FF,351,-0.6994,0.4,0.1652,85.3529,0.0568,235,0.2851,-1.044,0.838,-0.0009
"Mikolas, Miles",SI,203,-0.4171,0.3622,0.0739,84.4139,0.0378,146,0.2877,-0.6209,0.5023,-0.0004
"Mikolas, Miles",SL,265,-0.6427,0.3516,0.1585,82.8384,-0.0656,254,0.2441,-0.959,-1.3232,-0.0587
"Miller, Bryce",FF,380,-0.4729,0.3516,0.1895,84.9603,0.0644,310,0.2968,-0.7044,0.9711,0.0106
"Miller, Bryce",FS,114,0.0968,0.2662,0.2632,84.6795,0.0105,114,0.3596,0.1497,0.0204,0.004
"Miller, Bryce",SI,123,-0.7467,0.3471,0.0732,85.8243,-0.0865,105,0.1619,-1.115,-1.6929,-0.0726
"Miller, Mason",FF,259,1.3019,0.248,0.3475,84.4897,0.0557,258,0.2946,1.9563,0.8185,0.0678
"Miller, Mason",SL,194,2.3136,0.1692,0.5361,79.1926,0.0916,235,0.4213,3.4732,1.4523,0.1203
"Miller, Shelby",FF,211,-0.7267,0.25,0.2607,82.6169,0.0873,168,0.3036,-1.0849,1.3757,0.013
"Milner, Hoby",SI,150,0.1763,0.3512,0.08,82.741,0.0232,127,0.252,0.2689,0.2447,0.013
"Milner, Hoby",ST,110,-0.4266,0.2549,0.1273,79.1228,-0.1436,149,0.1409,-0.635,-2.7014,-0.0894
"Misiorowski, Jacob",FF,346,0.2526,0.2415,0.2861,82.8175,0.0269,302,0.255,0.3833,0.3096,0.0174
"Misiorowski, Jacob",SL,163,-0.9573,0.2918,0.2147,82.085,-0.0963,143,0.2168,-1.4307,-1.8653,-0.0846
"Mize, Casey",FF,346,-0.072,0.3098,0.1994,85.2043,-0.0155,382,0.2042,-0.1035,-0.4392,-0.0145
"Mize, Casey",FS,250,-0.9809,0.3081,0.336,83.8919,0.0865,240,0.4417,-1.4661,1.3617,0.0039
"Mize, Casey",SI,158,0.255,0.3062,0.1139,81.3413,0.1326,100,0.41,0.3868,2.176,0.0691
"Mize, Casey",SL,166,-1.0276,0.2497,0.1627,81.789,-0.175,159,0.1447,-1.5361,-3.2551,-0.1255
"Mlodzinski, Carmen",FF,257,0.0305,0.2831,0.1518,85.793,-0.0567,272,0.1765,0.0502,-1.1662,-0.0311
"Mlodzinski, Carmen",SL,110,-0.3128,0.3677,0.1727,82.8082,0.0502,112,0.3661,-0.4644,0.7211,0.0092
"Molina, Anthony",FF,125,0.256,0.473,0.12,88.8942,0.0071,113,0.2478,0.3883,-0.0397,0.0079
"Montero, Keider",FF,202,0.0843,0.3473,0.1188,82.9867,-0.0603,186,0.1559,0.131,-1.2303,-0.031
"Montero, Keider",SI,125,-0.5074,0.2366,0.088,81.1245,0.0078,123,0.2602,-0.7562,-0.0284,-0.0182
"Montero, Keider",SL,142,0.2123,0.307,0.3662,82.9642,0.0027,151,0.3245,0.3228,-0.1185,0.0042
"Montero, Rafael",FF,194,-0.7524,0.3103,0.2216,85.6809,-0.0307,207,0.2077,-1.1236,-0.7069,-0.0455
"Montero, Rafael",FS,143,0.5972,0.1845,0.3636,80.7455,0.0104,184,0.3533,0.8999,0.0187,0.0213
"Montgomery, Mason",FF,264,1.0489,0.2965,0.2765,80.9701,0.0223,252,0.2579,1.577,0.2292,0.0427
"Montgomery, Mason",SL,144,0.042,0.2719,0.4167,82.34,0.0695,152,0.3882,0.0675,1.0627,0.031
"Morales, Luis",FF,193,-0.2939,0.3584,0.1244,85.5057,-0.0047,179,0.2235,-0.436,-0.2482,-0.0169
"Morejon, Adrian",SI,283,0.5833,0.2331,0.1484,80.7298,0.0999,235,0.3319,0.879,1.5993,0.0645
"Morejon, Adrian",SL,110,0.8786,0.2701,0.3364,79.6625,-0.056,115,0.2609,1.3218,-1.1536,-0.0014
"Morgan, David",FF,148,0.2062,0.2947,0.1892,84.3398,0.0227,142,0.2676,0.3137,0.2358,0.0138
"Morillo, Juan",FF,133,0.1671,0.2241,0.2406,84.2011,-0.0053,139,0.2086,0.2551,-0.259,-0.0013
"Morton, Charlie",CH,123,0.1276,0.3733,0.2358,84.3039,-0.0017,136,0.3235,0.1959,-0.1955,-0.0009
"Morton, Charlie",CU,373,-0.2418,0.2492,0.3727,82.7174,0.0949,407,0.3956,-0.358,1.5097,0.0335
"Morton, Charlie",FF,295,-0.1186,0.2801,0.1695,85.2266,-0.0323,355,0.1972,-0.1733,-0.735,-0.0243
"Morton, Charlie",SI,157,-0.5435,0.3279,0.1083,87.3385,-0.1051,149,0.1477,-0.8103,-2.0218,-0.0746
"Muñoz, Andrés",FF,161,1.0208,0.3233,0.1863,82.6398,-0.0304,168,0.2083,1.5349,-0.7031,0.0159
"Muñoz, Andrés",SL,271,0.5523,0.1819,0.4686,79.9015,0.0442,326,0.3712,0.8326,0.6156,0.0362
"Myers, Tobias",FF,193,-0.046,0.3813,0.0984,85.3569,0.0166,154,0.2468,-0.0644,0.128,0.0021
"Márquez, Germán",FF,334,-0.9028,0.3937,0.0749,86.6867,-0.0245,306,0.2026,-1.349,-0.5986,-0.0477
