player_name,pitch_type,swings,avg_physics,avg_xwoba,whiff_rate,avg_launch_speed,avg_chase_deviation,outside_zone_pitches,raw_chase_rate,physics_z,chase_z,discomfort_score
"Corbin, Patrick",FC,273,-1.078,0.3098,0.2051,84.401,0.0748,232,0.3405,-1.6116,1.1559,-0.0052
"Corbin, Patrick",SI,294,-0.9164,0.3856,0.1054,87.1147,-0.0846,275,0.1564,-1.3694,-1.6587,-0.0775
"Corbin, Patrick",SL,353,0.1091,0.2796,0.3739,80.3338,0.03,541,0.3457,0.1681,0.3651,0.014
"Coulombe, Danny",FC,142,1.3532,0.2789,0.3451,80.6602,0.194,122,0.4754,2.0333,3.2602,0.1371
"Crismatt, Nabil",CH,111,-0.9423,0.2613,0.3333,82.0464,0.152,108,0.4815,-1.4081,2.5196,0.0372
"Crochet, Garrett",FC,397,-0.5454,0.2676,0.2393,83.9082,0.0307,292,0.2979,-0.8132,0.3759,-0.0084
"Crochet, Garrett",FF,555,0.4538,0.271,0.2559,83.6087,0.0017,535,0.2393,0.6849,-0.1357,0.012
"Crochet, Garrett",SI,217,0.8708,0.3395,0.1751,81.2703,0.142,215,0.386,1.3101,2.3424,0.095
"Crochet, Garrett",ST,246,0.1919,0.1638,0.3537,80.4482,0.1631,249,0.4659,0.2923,2.7142,0.0818
"Cruz, Fernando",FS,140,3.6899,0.1801,0.5286,79.6797,0.0282,177,0.3955,5.5366,0.3327,0.1369
"Cruz, Steven",FF,136,-0.2631,0.2848,0.2059,84.4527,-0.0749,139,0.1583,-0.3899,-1.4879,-0.0502
"Curtiss, John",FF,157,-0.3197,0.3059,0.1975,83.5941,0.0424,112,0.2768,-0.4747,0.5829,0.0052
"De Los Santos, Enyel",FF,260,-0.3405,0.3577,0.2154,83.3815,-0.0215,205,0.2195,-0.506,-0.5451,-0.0268
"De Los Santos, Enyel",SL,180,-0.7185,0.242,0.3556,79.5902,-0.0152,206,0.3107,-1.0727,-0.4333,-0.0367
"De los Santos, Yerry",SI,125,0.6371,0.2924,0.096,82.5561,-0.0057,121,0.2562,0.9596,-0.266,0.0148
"Detmers, Reid",FF,258,0.7802,0.2741,0.2752,82.8088,0.0928,214,0.3271,1.1742,1.4726,0.0678
"Detmers, Reid",SL,167,0.7009,0.2734,0.3952,86.8,0.0968,162,0.4074,1.0554,1.5447,0.0671
"Dobbins, Hunter",FF,171,-0.1855,0.3485,0.0994,86.6643,0.0003,155,0.2387,-0.2736,-0.1607,-0.0108
"Dobbins, Hunter",SL,109,-0.7182,0.3679,0.2844,85.1859,-0.0617,118,0.2542,-1.0722,-1.2551,-0.0595
"Dodd, Dylan",FC,150,-0.4375,0.3315,0.3133,82.901,0.1315,130,0.4,-0.6513,2.1574,0.0447
"Dollander, Chase",CU,131,0.0088,0.194,0.3359,79.6926,-0.0522,187,0.246,0.0178,-1.0868,-0.0297
"Dollander, Chase",FF,406,0.1231,0.342,0.1724,83.7801,-0.0168,357,0.2101,0.1891,-0.4622,-0.0084
"Domínguez, Seranthony",FF,236,-0.6136,0.2557,0.2331,82.9539,-0.0251,260,0.2077,-0.9154,-0.6087,-0.038
"Doval, Camilo",FC,166,0.4619,0.3542,0.1506,85.1277,-0.1121,165,0.1576,0.697,-2.1449,-0.0433
"Doval, Camilo",SL,254,0.2241,0.2062,0.3937,82.3587,0.0599,304,0.3849,0.3405,0.8918,0.0325
"Dreyer, Jack",FF,241,-0.0361,0.2572,0.2116,84.253,-0.0124,210,0.2238,-0.0497,-0.3849,-0.0118
"Dreyer, Jack",SL,283,-1.0156,0.2039,0.2898,83.3971,0.0159,249,0.3414,-1.5181,0.1151,-0.0318
"Duran, Jhoan",FF,223,0.6672,0.2291,0.296,85.503,0.0515,180,0.2778,1.0048,0.7437,0.0437
"Duran, Jhoan",FS,141,-0.9025,0.2636,0.1915,85.1719,0.0046,107,0.3645,-1.3485,-0.0836,-0.0334
"Díaz, Edwin",FF,243,1.4347,0.228,0.3745,81.1533,0.0092,268,0.2463,2.1554,-0.0032,0.0496
"Díaz, Edwin",SL,215,-0.091,0.1795,0.4047,82.3535,0.0445,264,0.3674,-0.1319,0.6212,0.0141
"Eflin, Zach",CH,101,0.2244,0.3439,0.1287,82.3883,0.0831,98,0.4286,0.341,1.3012,0.0439
"Eflin, Zach",SI,102,0.2514,0.3241,0.098,84.9494,0.1309,81,0.3704,0.3814,2.1464,0.0682
"Eisert, Brandon",CH,155,0.0925,0.2368,0.4,79.9518,0.0443,228,0.3904,0.1432,0.6173,0.0204
"Eisert, Brandon",FF,139,0.5485,0.3791,0.295,82.1489,-0.0344,203,0.2069,0.8269,-0.7727,-0.0023
"Eisert, Brandon",SL,206,-0.0127,0.3165,0.2621,81.3164,-0.0012,175,0.3143,-0.0145,-0.1871,-0.0055
"Elder, Bryce",CH,124,-0.3558,0.3252,0.1774,85.9842,-0.0123,148,0.3243,-0.529,-0.3827,-0.0228
"Elder, Bryce",FF,135,0.6796,0.3122,0.1556,81.501,0.0174,139,0.2302,1.0235,0.1411,0.0275
"Elder, Bryce",SI,394,-0.7901,0.3553,0.1294,84.6781,-0.0332,528,0.2121,-1.1801,-0.7514,-0.048
"Elder, Bryce",SL,428,0.3001,0.3017,0.2967,82.6007,0.0503,438,0.3721,0.4545,0.7233,0.0305
"Englert, Mason",CH,119,0.6072,0.2628,0.3109,80.9853,-0.0,128,0.3516,0.9148,-0.1659,0.0165
"Enns, Dietrich",CH,122,-0.1814,0.2864,0.2213,77.2165,0.0694,110,0.4273,-0.2674,1.0601,0.0232
"Enns, Dietrich",FF,191,0.1027,0.2438,0.2932,80.6876,0.0984,125,0.352,0.1585,1.5726,0.0472
"Enright, Nic",FF,177,-0.9702,0.2958,0.1582,82.4263,0.0086,162,0.2407,-1.45,-0.0136,-0.0338
"Eovaldi, Nathan",CU,135,-0.2312,0.1284,0.437,75.9388,0.0825,176,0.358,-0.342,1.2918,0.0279
"Eovaldi, Nathan",FC,167,-0.0307,0.2583,0.1796,82.215,-0.068,125,0.184,-0.0415,-1.366,-0.0388
"Eovaldi, Nathan",FF,176,-0.281,0.3339,0.1136,85.7652,-0.0837,169,0.142,-0.4168,-1.6435,-0.0551
"Eovaldi, Nathan",FS,226,-1.0792,0.2701,0.3097,83.6611,0.031,199,0.3819,-1.6135,0.3818,-0.0266
"Erceg, Lucas",FF,140,0.8615,0.2817,0.25,85.7433,0.0027,120,0.2167,1.2961,-0.1178,0.0266
"Erceg, Lucas",SI,111,0.4308,0.2714,0.0811,83.8118,0.1747,78,0.4231,0.6505,2.9193,0.0958
"Erceg, Lucas",SL,120,0.0591,0.3091,0.3333,81.9284,-0.0443,164,0.2805,0.0932,-0.947,-0.0241
"Estrada, Jeremiah",FF,394,0.31,0.256,0.2614,84.0122,0.1323,338,0.3728,0.4693,2.1702,0.0709
"Estévez, Carlos",FF,269,-0.6784,0.3123,0.1599,83.7769,-0.0238,239,0.2218,-1.0125,-0.5863,-0.0396
"Estévez, Carlos",SL,135,0.5993,0.2929,0.1704,81.8682,-0.1235,131,0.2061,0.9031,-2.3473,-0.0441
"Evans, Logan",FC,139,-0.093,0.312,0.2302,83.5792,-0.0654,129,0.2093,-0.1348,-1.3204,-0.0396
"Evans, Logan",ST,115,-0.4764,0.3037,0.1913,82.2061,0.0185,154,0.3247,-0.7097,0.1604,-0.0119
"Fairbanks, Pete",FF,257,-0.0496,0.2738,0.2179,83.0429,0.0187,215,0.2605,-0.0699,0.1653,0.003
"Fairbanks, Pete",SL,157,1.4884,0.2519,0.3185,80.8847,-0.0257,172,0.2965,2.236,-0.6186,0.0344
"Falter, Bailey",FF,454,0.1322,0.31,0.1454,84.3568,0.013,427,0.2529,0.2027,0.0649,0.0065
"Falter, Bailey",SL,176,-1.0203,0.3239,0.1989,84.6638,-0.0255,185,0.2973,-1.5252,-0.6163,-0.0522
"Faucher, Calvin",FC,167,-0.3513,0.3374,0.1557,82.1178,-0.0229,137,0.2336,-0.5222,-0.5696,-0.0278
"Fedde, Erick",FC,270,0.2115,0.3342,0.1926,83.7163,-0.0438,252,0.2143,0.3216,-0.9381,-0.0185
"Fedde, Erick",SI,289,-0.2953,0.3611,0.09,86.1842,-0.0269,330,0.2091,-0.4382,-0.6412,-0.0278
"Fedde, Erick",ST,234,-0.0339,0.2943,0.2479,79.5274,-0.0031,314,0.3089,-0.0462,-0.2193,-0.0071
"Ferguson, Caleb",FC,105,0.5995,0.2757,0.219,79.9413,0.0422,94,0.3085,0.9034,0.5804,0.0369
"Ferguson, Caleb",FF,165,1.3423,0.2558,0.1879,81.2208,-0.0051,149,0.2282,2.0169,-0.2558,0.0394
"Ferguson, Caleb",SI,108,1.3233,0.272,0.1389,79.0368,0.1504,105,0.3714,1.9885,2.4914,0.1148
"Ferguson, Tyler",FF,198,0.2029,0.2753,0.1869,83.0587,0.0695,146,0.3082,0.3087,1.0623,0.0365
"Ferguson, Tyler",ST,100,-0.3662,0.2533,0.24,82.3261,-0.0265,152,0.2895,-0.5445,-0.6329,-0.0301
"Fermin, José",FF,137,-0.4419,0.3656,0.219,84.5622,-0.0285,121,0.2149,-0.6581,-0.6696,-0.0337
"Fermin, José",SL,125,-0.2773,0.1954,0.432,83.4062,-0.0541,171,0.2807,-0.4111,-1.1205,-0.0405
"Fernandez, Ryan",SL,115,0.7626,0.2489,0.3913,83.555,0.0074,123,0.3171,1.1478,-0.0344,0.0255
"Ferrer, José A.",CH,119,1.2973,0.2213,0.4706,77.3436,0.0327,166,0.3735,1.9495,0.4122,0.0564
"Ferrer, José A.",SI,340,0.5403,0.3007,0.1529,83.7714,0.0185,248,0.2581,0.8146,0.1621,0.0233
"Festa, David",CH,123,0.496,0.1959,0.4309,79.7565,0.0364,147,0.3469,0.7482,0.4781,0.0305
"Festa, David",FF,141,-0.0944,0.3964,0.1348,84.0991,0.0321,109,0.2661,-0.137,0.4017,0.008
"Festa, David",SL,106,0.3497,0.3229,0.3208,82.2242,-0.0198,113,0.2743,0.5288,-0.5149,-0.0021
"Festa, Matt",FF,167,0.2763,0.2965,0.2515,82.7196,0.0305,123,0.2683,0.4188,0.3739,0.02
"Festa, Matt",ST,137,-0.1957,0.1927,0.2628,78.5444,0.0796,130,0.4154,-0.2888,1.2402,0.0277
"Finnegan, Kyle",FF,255,-0.4436,0.3111,0.1333,84.548,-0.0111,202,0.2277,-0.6605,-0.3608,-0.0252
"Finnegan, Kyle",FS,133,-0.7282,0.3018,0.2556,84.0629,-0.0114,146,0.3493,-1.0873,-0.3672,-0.0352
"Fisher, Braydon",SL,167,0.5968,0.2113,0.3234,79.002,0.0185,173,0.3468,0.8992,0.1612,0.0252
"Fitts, Richard",FF,133,0.4173,0.3446,0.1805,81.546,0.0502,126,0.2857,0.6301,0.7202,0.0345
"Fitts, Richard",SL,107,-0.3429,0.3815,0.243,84.064,-0.0385,87,0.2989,-0.5095,-0.8446,-0.0351
"Flaherty, Jack",FF,597,-0.4478,0.364,0.1424,83.8907,-0.0588,544,0.171,-0.6669,-1.2033,-0.0487
"Flaherty, Jack",SL,285,0.4536,0.2809,0.2702,83.3944,-0.0307,396,0.2955,0.6845,-0.7077,-0.0038
"Flexen, Chris",FF,136,-0.4689,0.2832,0.125,83.6625,0.0637,125,0.296,-0.6985,0.9589,0.0104
"Fluharty, Mason",FC,202,0.4793,0.2517,0.2376,82.1324,-0.0347,225,0.2356,0.7231,-0.7777,-0.0048
"Fluharty, Mason",ST,149,-0.1327,0.2961,0.3691,81.2711,0.0587,185,0.3622,-0.1944,0.8717,0.0196
"Francis, Bowden",FF,320,-0.6438,0.3297,0.125,85.5421,0.0205,268,0.25,-0.9607,0.1962,-0.0167
"Freeland, Kyle",FC,157,-1.7214,0.4201,0.172,87.9899,0.0163,121,0.281,-2.5763,0.1229,-0.056
"Freeland, Kyle",FF,407,-1.1256,0.4083,0.0934,85.2141,-0.0532,247,0.1943,-1.683,-1.1048,-0.0694
"Freeland, Kyle",ST,150,-0.297,0.2669,0.2467,84.2747,0.0986,129,0.3876,-0.4408,1.5762,0.0335
"Fried, Max",CH,159,-0.9266,0.257,0.2767,77.6752,-0.0425,194,0.3144,-1.3847,-0.9167,-0.0573
"Fried, Max",CU,153,-0.1346,0.2771,0.3856,82.012,-0.0203,208,0.2981,-0.1973,-0.5237,-0.019
"Fried, Max",FC,394,0.439,0.297,0.1548,82.7773,0.0471,354,0.3277,0.6627,0.6661,0.0337
"Fried, Max",FF,198,0.6838,0.2641,0.1818,83.5718,0.0226,181,0.2762,1.0297,0.2329,0.0302
"Fried, Max",SI,269,-0.4548,0.2385,0.2268,82.5225,0.0267,247,0.2794,-0.6773,0.3058,-0.0072
"Fried, Max",ST,104,-0.1083,0.287,0.3846,80.4051,-0.1101,158,0.1899,-0.1578,-2.1098,-0.062
"Gaddis, Hunter",FF,194,0.305,0.3048,0.2062,86.7772,0.1093,140,0.3429,0.4617,1.7647,0.0595
"Gaddis, Hunter",SL,271,-0.0739,0.2667,0.3284,83.1236,0.0623,311,0.3666,-0.1062,0.9354,0.0234
"Gage, Matt",SL,116,1.0063,0.2223,0.1638,81.5943,-0.0497,120,0.2667,1.5132,-1.0434,0.006
"Gallen, Zac",CH,215,0.3977,0.2497,0.2791,80.2582,0.0023,299,0.3244,0.6008,-0.1249,0.0104
"Gallen, Zac",FF,539,0.0971,0.3615,0.1058,86.9146,-0.0755,611,0.1522,0.1502,-1.4987,-0.038
"Gallen, Zac",SL,180,-0.8534,0.3565,0.1722,82.3104,-0.0461,211,0.2701,-1.275,-0.9795,-0.0565
"Garcia, Rico",FF,121,-0.7026,0.2745,0.2562,85.2038,0.105,88,0.3295,-1.0489,1.6884,0.0225
"Garcia, Robert",CH,130,1.1715,0.2248,0.2923,79.3554,0.1168,162,0.463,1.7609,1.8973,0.0931
"Garcia, Robert",FF,213,0.6683,0.2923,0.2817,81.5043,0.01,161,0.2422,1.0064,0.0118,0.0235
"Garcia, Robert",SL,125,-0.7192,0.3549,0.216,82.2467,-0.0549,102,0.2647,-1.0737,-1.135,-0.0562
"García, Luis",SI,169,-0.4118,0.3132,0.1302,86.7191,0.0513,121,0.2893,-0.6128,0.7413,0.0064
"Garrett, Reed",SI,103,0.0411,0.2928,0.1262,81.2571,0.0773,115,0.3217,0.0662,1.1989,0.0347
"Gausman, Kevin",FF,925,-0.4628,0.3329,0.1438,84.255,0.032,610,0.259,-0.6893,0.4,-0.0048
"Gausman, Kevin",FS,407,-0.2518,0.2031,0.3956,77.7032,0.0459,588,0.3929,-0.3729,0.6443,0.0092
"Gausman, Kevin",SL,100,0.1932,0.4104,0.37,82.7746,-0.1033,197,0.2132,0.2942,-1.9894,-0.0483
"Gil, Luis",FF,239,-0.6543,0.3347,0.1715,86.7214,-0.0331,227,0.1938,-0.9765,-0.7502,-0.0433
"Gil, Luis",SL,110,-0.2446,0.1568,0.2909,80.3457,-0.0933,129,0.2403,-0.3622,-1.8137,-0.0585
"Gilbert, Logan",FF,434,-1.0331,0.3049,0.1636,86.1709,-0.0454,302,0.1887,-1.5443,-0.9666,-0.0624
"Gilbert, Logan",FS,145,1.4221,0.1199,0.5172,81.1344,0.0306,202,0.4059,2.1365,0.3748,0.0596
"Gilbert, Logan",SL,370,-0.4741,0.2888,0.3351,83.5866,-0.0273,374,0.2968,-0.7063,-0.647,-0.0342
"Gilbert, Tyler",SI,113,-0.5552,0.359,0.1239,83.1872,0.0423,115,0.287,-0.8278,0.5821,-0.003
"Gilbert, Tyler",ST,100,0.4361,0.1961,0.42,81.0736,-0.0639,128,0.2344,0.6584,-1.2939,-0.0206
"Ginkel, Kevin",FF,109,0.5601,0.3472,0.1651,84.1912,0.0009,115,0.2435,0.8442,-0.1498,0.0153
"Ginn, J.T.",SI,304,-0.529,0.2979,0.2138,83.4519,0.0098,364,0.2555,-0.7885,0.0078,-0.018
"Ginn, J.T.",SL,169,-0.3502,0.2726,0.3669,78.7444,-0.019,226,0.3053,-0.5205,-0.5004,-0.0258
"Giolito, Lucas",CH,286,0.2387,0.2813,0.2448,80.3314,-0.0145,250,0.324,0.3623,-0.4209,-0.0033
"Giolito, Lucas",FF,495,0.3984,0.362,0.1475,85.2069,0.0037,492,0.2358,0.6018,-0.0998,0.0111
"Giolito, Lucas",SL,264,-0.2165,0.2949,0.303,84.5,-0.0251,329,0.2948,-0.32,-0.6089,-0.0242
"Glasnow, Tyler",CU,156,1.2355,0.2055,0.3782,78.8894,0.015,218,0.3028,1.8569,0.0987,0.0456
"Glasnow, Tyler",FF,266,-0.232,0.2406,0.1842,83.6101,-0.0417,237,0.1941,-0.3432,-0.9026,-0.0329
"Glasnow, Tyler",SI,129,-0.1623,0.3191,0.155,84.764,-0.1241,152,0.1184,-0.2388,-2.3576,-0.0707
"Glasnow, Tyler",SL,165,-0.3793,0.2487,0.4,82.8966,-0.0477,237,0.27,-0.5641,-1.0084,-0.0409
"Gomber, Austin",FF,156,-1.4981,0.3943,0.0705,85.3131,-0.1095,132,0.1212,-2.2415,-2.0985,-0.1098
"Gonsolin, Tony",FF,107,0.8493,0.2825,0.1963,84.6724,-0.0268,107,0.2056,1.2778,-0.6383,0.0118
"Gordon, Colton",FF,301,-0.3666,0.3957,0.1329,82.1563,0.0075,226,0.2566,-0.5452,-0.0335,-0.0135
"Gordon, Colton",ST,161,-0.48,0.2768,0.2422,81.3595,-0.0011,160,0.3188,-0.715,-0.1847,-0.0216
"Gordon, Tanner",CH,149,-0.1935,0.3577,0.2483,82.6317,0.0408,131,0.3817,-0.2855,0.5557,0.0088
"Gordon, Tanner",FF,336,-0.476,0.3799,0.125,84.2148,0.0008,247,0.2348,-0.7092,-0.152,-0.0206
"Gordon, Tanner",SL,146,-0.5998,0.3402,0.1849,80.9378,-0.0781,155,0.2323,-0.8948,-1.545,-0.0634
"Gore, MacKenzie",CH,114,0.6247,0.2324,0.4912,78.6094,-0.0077,185,0.3405,0.9411,-0.3007,0.0134
"Gore, MacKenzie",CU,220,0.5306,0.2404,0.35,81.3967,0.0364,297,0.3468,0.8001,0.4773,0.0317
"Gore, MacKenzie",FF,709,-0.1438,0.3542,0.1791,83.2128,0.0204,604,0.2566,-0.2111,0.1947,0.0005
"Gore, MacKenzie",SL,167,-0.3777,0.2395,0.3772,80.8032,-0.0087,160,0.3125,-0.5618,-0.3198,-0.0218
"Graceffo, Gordon",FF,158,0.2871,0.3513,0.1329,86.7945,0.0088,127,0.2441,0.435,-0.0106,0.0097
"Granillo, Andre",SL,106,-0.5843,0.248,0.3396,82.0803,-0.0209,97,0.299,-0.8715,-0.5354,-0.0349
"Gray, Sonny",CU,156,-0.4784,0.2848,0.2949,82.6485,0.015,188,0.2926,-0.7127,0.1002,-0.0137
"Gray, Sonny",FC,134,0.4352,0.3583,0.2239,83.4646,-0.0133,154,0.2338,0.657,-0.4011,0.0041
"Gray, Sonny",FF,262,-0.0684,0.3811,0.1794,84.9759,-0.0008,225,0.2222,-0.098,-0.1801,-0.0072
"Gray, Sonny",SI,210,-0.4128,0.3581,0.1333,83.7204,-0.0101,189,0.2434,-0.6143,-0.3436,-0.0237
"Gray, Sonny",ST,277,1.3254,0.1979,0.4152,81.6315,0.2097,306,0.5131,1.9916,3.537,0.1438
"Green, Chad",FF,191,-0.5274,0.3832,0.1675,87.0646,0.0564,150,0.2933,-0.7862,0.8311,0.0049
"Green, Chad",SL,148,-0.7017,0.3034,0.2297,82.4424,-0.067,184,0.2663,-1.0475,-1.3487,-0.0615
"Greene, Hunter",FF,553,-0.2526,0.2895,0.2007,84.2035,0.048,324,0.2809,-0.3742,0.6819,0.0102
"Greene, Hunter",SL,295,1.3983,0.2441,0.461,81.8527,0.0576,345,0.3739,2.1009,0.8522,0.072
"Gusto, Ryan",FF,377,-0.0859,0.2522,0.2679,84.2839,-0.0071,319,0.2194,-0.1242,-0.2914,-0.0109
"Gómez, Yoendrys",FF,177,0.4877,0.297,0.2542,83.2164,0.0591,169,0.284,0.7357,0.8784,0.0413
"Hader, Josh",SI,243,0.3096,0.1894,0.2798,81.7301,0.0797,187,0.3316,0.4686,1.2414,0.0452
"Hader, Josh",SL,162,2.2715,0.1682,0.5617,81.4077,0.1145,198,0.4293,3.41,1.8559,0.13
"Halvorsen, Seth",FF,140,1.4035,0.2887,0.25,84.4568,0.0044,170,0.2412,2.1088,-0.0876,0.0462
"Hamilton, Ian",SI,137,1.1531,0.3643,0.0876,84.3362,0.0178,132,0.2576,1.7333,0.1485,0.0441
"Hamilton, Ian",SL,118,0.1252,0.1526,0.4661,82.758,0.0611,145,0.3793,0.1922,0.9143,0.0297
"Hancock, Emerson",CH,127,-1.1199,0.3593,0.2362,84.0686,-0.0209,181,0.3094,-1.6745,-0.5342,-0.0534
"Hancock, Emerson",FF,204,-0.041,0.3119,0.2206,80.8554,0.0237,178,0.2528,-0.0569,0.2522,0.0057
"Hancock, Emerson",SI,256,-1.0062,0.3439,0.0703,85.3959,-0.0335,203,0.2069,-1.504,-0.7564,-0.0556
"Hanifee, Brenan",SI,249,-0.3697,0.3406,0.0964,87.2371,-0.0106,211,0.2275,-0.5497,-0.353,-0.0224
"Harris, Hogan",FF,278,0.734,0.3129,0.2014,82.9421,-0.0141,246,0.2073,1.105,-0.414,0.014
"Harrison, Kyle",FF,179,0.2101,0.268,0.2402,83.0262,0.0649,137,0.3139,0.3195,0.9801,0.0345
"Headrick, Brent",FF,135,0.7254,0.259,0.1926,82.7556,0.1253,90,0.3778,1.0921,2.0467,0.0818
"Heaney, Andrew",CH,159,-0.0522,0.3043,0.1698,84.2618,0.0012,201,0.3532,-0.0737,-0.1443,-0.0057
"Heaney, Andrew",FF,423,-0.3638,0.3517,0.1466,83.9277,-0.0003,363,0.2369,-0.5409,-0.1714,-0.0172
"Heaney, Andrew",SL,159,-0.5599,0.2825,0.2893,80.3562,0.008,201,0.3284,-0.8349,-0.0234,-0.0199
"Helsley, Ryan",FF,219,0.0999,0.3936,0.1598,86.6908,0.0057,183,0.2404,0.1544,-0.064,0.0018
"Helsley, Ryan",SL,235,1.651,0.1837,0.4213,77.9772,0.0787,232,0.3836,2.4797,1.2238,0.091
"Henderson, Logan",FF,111,-0.4741,0.2746,0.2252,82.8606,0.0883,79,0.3165,-0.7063,1.3937,0.0223
"Hendricks, Kyle",CH,504,0.1642,0.265,0.2302,77.4902,0.0674,579,0.4024,0.2506,1.0245,0.0341
"Hendricks, Kyle",FF,153,-0.2115,0.313,0.1961,79.5138,0.0048,178,0.2303,-0.3125,-0.0802,-0.0094
"Hendricks, Kyle",SI,445,0.0706,0.3151,0.0854,80.7476,0.0322,357,0.2857,0.1103,0.4032,0.0137
"Henriquez, Ronny",FF,150,0.8639,0.3095,0.18,83.492,-0.0048,142,0.2465,1.2998,-0.2499,0.0231
"Henriquez, Ronny",SL,134,-0.114,0.1886,0.3731,81.6935,0.0598,129,0.3798,-0.1664,0.8912,0.0208
"Henriquez, Ronny",ST,148,0.9367,0.2182,0.4662,81.5229,0.1431,168,0.4524,1.4089,2.362,0.0978
"Henry, Cole",FF,219,0.4733,0.2407,0.2557,85.4289,-0.0213,222,0.2027,0.7141,-0.5424,0.0015
"Henry, Cole",ST,100,-0.2859,0.2197,0.28,78.8076,-0.0952,166,0.2048,-0.4241,-1.8466,-0.0609
"Herget, Jimmy",SI,101,-0.8048,0.3483,0.099,86.9145,-0.1544,134,0.0746,-1.2021,-2.8923,-0.1078
"Herget, Jimmy",SL,160,-0.4985,0.2822,0.2375,82.4009,-0.0124,131,0.2977,-0.7428,-0.3836,-0.0277
"Herget, Jimmy",ST,174,-0.3553,0.1721,0.3333,80.2806,0.0988,156,0.4038,-0.5281,1.5789,0.0315
"Hernández, Carlos",FF,200,0.1923,0.3327,0.175,84.8961,0.0184,159,0.2516,0.2928,0.1588,0.0111
"Hernández, Daysbel",FF,121,0.3453,0.2197,0.2066,82.9693,-0.1012,154,0.1364,0.5222,-1.9529,-0.042
"Hernández, Daysbel",SL,170,-0.2027,0.249,0.3118,83.5495,-0.0058,224,0.317,-0.2993,-0.2687,-0.0143
"Herrin, Tim",CU,103,0.7974,0.1267,0.4272,77.6019,0.0394,155,0.3613,1.2001,0.5295,0.0423
"Hicks, Jordan",SI,247,0.3955,0.3223,0.0769,86.2787,-0.0661,226,0.1903,0.5974,-1.3332,-0.0231
"Hicks, Jordan",ST,103,0.5381,0.301,0.4563,78.4564,-0.0054,132,0.3258,0.8112,-0.2613,0.0115
"Hill, Tim",SI,385,-0.2294,0.2687,0.1377,83.9415,0.1142,335,0.3552,-0.3394,1.8521,0.0434
"Hodge, Porter",FF,110,0.3914,0.3931,0.1818,83.4901,-0.0821,154,0.1623,0.5914,-1.6147,-0.031
"Hoffman, Jeff",FF,245,-0.0876,0.3516,0.1959,84.5775,0.0476,215,0.2791,-0.1268,0.6758,0.0158
"Hoffman, Jeff",FS,114,-0.3207,0.1973,0.3158,80.789,0.0152,138,0.3696,-0.4763,0.103,-0.0081
"Hoffman, Jeff",SL,174,2.2886,0.2115,0.477,76.1395,0.0586,236,0.3771,3.4357,0.8697,0.1033
"Holmes, Clay",CH,202,0.4673,0.2088,0.297,81.387,0.072,285,0.407,0.7051,1.1055,0.0469
"Holmes, Clay",SI,435,0.1424,0.3007,0.1494,85.9338,0.0286,445,0.2629,0.218,0.3389,0.0144
"Holmes, Clay",SL,121,-0.5531,0.3319,0.2893,81.5192,-0.0146,139,0.3094,-0.8247,-0.424,-0.0308
"Holmes, Clay",ST,149,-0.6205,0.2147,0.2416,78.2448,-0.0277,243,0.2798,-0.9258,-0.6548,-0.0395
"Holmes, Grant",CU,109,-0.3293,0.2513,0.2752,78.8739,0.0444,169,0.3195,-0.4891,0.6189,0.0058
"Holmes, Grant",FC,135,-0.7543,0.3081,0.1037,82.8683,-0.0379,101,0.2277,-1.1263,-0.835,-0.0491
"Holmes, Grant",FF,246,-0.4777,0.4311,0.1463,85.323,-0.0816,281,0.1495,-0.7117,-1.6061,-0.0609
"Holmes, Grant",SL,366,0.1665,0.222,0.4071,82.8225,0.061,392,0.3852,0.2541,0.9111,0.0311
"Holton, Tyler",FC,143,-0.9844,0.3159,0.1329,84.1657,0.0299,124,0.3226,-1.4714,0.362,-0.0239
"Holton, Tyler",SI,112,0.111,0.2876,0.1071,84.5163,-0.0154,73,0.2192,0.1709,-0.4374,-0.0082
"Horton, Cade",CH,110,0.5968,0.1903,0.4455,75.717,0.014,157,0.3376,0.8993,0.0811,0.023
"Horton, Cade",FF,410,-0.4824,0.3399,0.1049,85.7663,-0.0292,316,0.1962,-0.7187,-0.6804,-0.0354
"Horton, Cade",ST,194,0.077,0.2114,0.3711,82.1922,0.1014,195,0.4256,0.1199,1.6247,0.0477
"Houck, Tanner",SI,127,0.0312,0.3655,0.1417,86.2451,0.0712,133,0.3158,0.0513,1.0913,0.0314
"Houser, Adrian",CH,138,0.0581,0.286,0.3406,78.636,0.0003,183,0.3443,0.0916,-0.1594,-0.0023
"Houser, Adrian",FF,112,0.7871,0.2137,0.1607,83.2261,0.0796,114,0.3158,1.1846,1.2394,0.0616
"Houser, Adrian",SI,411,-0.3736,0.3245,0.0949,85.7805,-0.0065,295,0.2475,-0.5555,-0.2811,-0.0206
"Houser, Adrian",SL,137,-0.3015,0.2347,0.1971,82.5762,-0.0401,153,0.2941,-0.4476,-0.8742,-0.0345
"Hurter, Brant",SI,227,-0.1562,0.3222,0.1057,82.8852,-0.0106,206,0.233,-0.2296,-0.353,-0.0151
"Hurter, Brant",ST,113,2.2657,0.1875,0.4336,77.8295,-0.0225,168,0.2798,3.4014,-0.5633,0.0629
"Iglesias, Raisel",CH,148,0.0394,0.2395,0.3919,82.724,0.1635,145,0.4897,0.0637,2.722,0.0768
