batter,batter_name,pitch_type,pitches_seen,swings,avg_bat_speed,avg_swing_length,avg_attack_angle,avg_attack_direction,avg_swing_path_tilt,whiff_rate,called_strike_rate,hard_hit_rate,contact_swings,avg_launch_speed,avg_launch_angle,avg_xwoba,outside_zone_pitches,chases,batter_chase_rate
667472,"Wentz, Joey",CH,72,38,71.947,7.9,17.624,-10.063,28.898,0.167,0.153,0.139,23,89.622,11.696,0.492,37,11,0.297
667472,"Wentz, Joey",CU,91,36,69.829,7.762,17.093,-4.454,29.4,0.132,0.198,0.066,23,81.287,3.696,0.237,50,14,0.28
667472,"Wentz, Joey",FC,98,45,66.959,6.857,7.412,5.082,28.339,0.122,0.204,0.071,31,81.797,13.161,0.219,39,9,0.231
667472,"Wentz, Joey",FF,411,212,67.595,6.54,7.085,12.501,25.217,0.097,0.197,0.112,154,86.778,25.39,0.331,137,29,0.212
667472,"Wentz, Joey",SI,262,98,69.181,6.727,7.748,8.331,27.369,0.053,0.305,0.08,79,85.258,8.835,0.317,103,20,0.194
667472,"Wentz, Joey",SL,181,66,69.398,7.537,10.783,-3.731,30.713,0.105,0.221,0.05,44,81.682,13.818,0.242,93,20,0.215
667670,"Soriano, José",CH,286,149,73.041,7.607,19.453,-15.208,37.293,0.213,0.059,0.07,79,84.113,5.734,0.382,164,49,0.299
667670,"Soriano, José",CU,159,76,67.853,7.407,18.142,-13.339,38.699,0.201,0.145,0.057,39,80.849,1.308,0.325,92,29,0.315
667670,"Soriano, José",FC,179,85,72.932,6.948,11.234,-2.825,35.284,0.134,0.112,0.078,49,85.122,18.837,0.51,86,11,0.128
667670,"Soriano, José",FF,699,345,70.947,6.445,3.079,6.788,34.439,0.089,0.136,0.1,257,84.421,30.288,0.374,320,62,0.194
667670,"Soriano, José",FS,91,45,74.04,7.802,24.02,-21.574,38.776,0.231,0.066,0.099,19,84.216,6.474,0.283,58,18,0.31
667670,"Soriano, José",SI,498,244,73.293,6.713,5.799,1.584,38.404,0.042,0.195,0.124,203,86.168,8.645,0.35,234,58,0.248
667670,"Soriano, José",SL,363,203,70.306,7.501,16.93,-12.461,35.977,0.237,0.085,0.088,104,83.613,15.49,0.338,203,72,0.355
667670,"Soriano, José",ST,215,109,69.146,7.37,16.923,-11.042,36.099,0.191,0.112,0.093,63,82.89,27.857,0.253,125,38,0.304
668227,"Skubal, Tarik",CH,284,116,71.351,7.846,10.924,-10.582,26.746,0.13,0.148,0.06,75,80.104,5.013,0.232,183,53,0.29
668227,"Skubal, Tarik",CU,129,68,66.941,7.727,12.426,-13.001,26.717,0.147,0.116,0.147,47,87.598,3.979,0.363,80,35,0.438
668227,"Skubal, Tarik",FC,220,88,71.029,7.435,8.929,1.207,23.831,0.095,0.227,0.095,62,83.989,22.597,0.339,105,25,0.238
668227,"Skubal, Tarik",FF,1003,431,71.775,7.14,7.447,8.674,22.852,0.12,0.2,0.089,289,85.983,31.668,0.38,431,65,0.151
668227,"Skubal, Tarik",FS,94,47,71.157,7.772,13.69,-16.6,27.955,0.191,0.043,0.053,26,77.308,-0.5,0.233,57,16,0.281
668227,"Skubal, Tarik",SI,562,232,71.339,7.131,4.739,10.685,26.741,0.071,0.254,0.109,173,86.902,11.253,0.355,223,32,0.143
668227,"Skubal, Tarik",SL,504,237,67.125,7.567,9.116,-1.531,26.068,0.179,0.167,0.063,133,82.252,8.835,0.258,283,94,0.332
668227,"Skubal, Tarik",ST,253,113,66.51,7.544,10.82,-5.438,25.303,0.126,0.174,0.095,73,83.09,12.041,0.333,149,51,0.342
668670,"Martin, Davis",FF,157,73,68.821,7.019,12.787,8.405,29.766,0.121,0.178,0.07,49,84.073,35.857,0.292,77,18,0.234
668670,"Martin, Davis",SI,120,59,69.453,7.078,12.123,3.203,31.794,0.042,0.258,0.158,49,86.8,11.0,0.385,36,12,0.333
668670,"Martin, Davis",SL,100,44,68.507,7.677,17.443,-6.799,31.496,0.13,0.2,0.03,25,81.744,22.68,0.201,44,7,0.159
668709,"Soriano, José",CH,234,122,70.35,7.927,18.74,-18.609,32.502,0.235,0.085,0.056,62,79.384,22.065,0.16,131,37,0.282
668709,"Soriano, José",FC,87,40,71.358,7.11,10.993,-4.533,30.078,0.057,0.253,0.126,34,83.882,21.559,0.329,28,6,0.214
668709,"Soriano, José",FF,361,157,69.671,6.95,9.742,-1.462,29.661,0.055,0.194,0.1,131,86.034,29.435,0.324,166,34,0.205
668709,"Soriano, José",FS,89,46,68.66,7.893,19.339,-17.109,31.672,0.292,0.101,0.0,16,74.138,-6.125,0.076,51,17,0.333
668709,"Soriano, José",SI,175,79,71.056,7.029,8.749,-1.524,31.102,0.074,0.189,0.114,61,84.857,15.23,0.328,88,25,0.284
668709,"Soriano, José",SL,181,77,67.699,7.526,18.489,-14.1,33.367,0.16,0.21,0.061,42,83.664,16.31,0.294,90,24,0.267
668715,"Rea, Colin",CH,133,71,69.473,7.856,18.475,-15.382,30.262,0.113,0.068,0.068,49,78.976,8.204,0.32,79,26,0.329
668715,"Rea, Colin",CU,162,76,67.829,7.889,18.405,-19.383,29.44,0.148,0.16,0.049,48,79.508,6.125,0.194,88,29,0.33
668715,"Rea, Colin",FC,146,75,68.672,7.273,9.94,1.123,28.645,0.137,0.13,0.048,52,78.035,25.0,0.295,63,14,0.222
668715,"Rea, Colin",FF,808,374,69.291,6.89,7.635,7.083,26.509,0.095,0.208,0.059,266,82.749,35.323,0.305,312,52,0.167
668715,"Rea, Colin",SI,455,205,68.929,6.971,6.787,4.261,29.407,0.07,0.218,0.084,154,82.066,12.654,0.321,170,31,0.182
668715,"Rea, Colin",SL,355,187,69.308,7.8,15.744,-13.39,29.525,0.169,0.113,0.087,115,81.557,16.252,0.295,186,61,0.328
668715,"Rea, Colin",ST,178,75,67.95,7.641,16.018,-18.467,29.801,0.067,0.112,0.045,62,80.369,23.516,0.309,108,25,0.231
668800,"Gray, Sonny",FF,108,58,66.666,6.155,3.75,13.503,23.894,0.065,0.25,0.065,45,81.384,29.356,0.304,44,22,0.5
668804,"Singer, Brady",CH,421,195,70.68,7.266,16.995,-2.059,37.768,0.133,0.086,0.062,122,81.194,-3.582,0.279,238,54,0.227
668804,"Singer, Brady",CU,255,146,69.292,7.491,18.536,-10.368,37.811,0.227,0.11,0.059,76,82.962,-2.844,0.224,129,51,0.395
668804,"Singer, Brady",FC,192,97,72.041,6.546,10.315,6.954,37.279,0.12,0.141,0.109,67,84.894,7.627,0.421,94,21,0.223
668804,"Singer, Brady",FF,769,381,69.178,6.183,4.545,14.124,37.376,0.072,0.166,0.112,295,86.496,22.189,0.396,342,87,0.254
668804,"Singer, Brady",FS,108,47,70.326,7.419,17.432,-4.717,37.903,0.194,0.102,0.028,20,78.61,1.2,0.225,68,18,0.265
668804,"Singer, Brady",KC,58,30,67.219,7.352,17.006,-16.413,40.345,0.19,0.069,0.052,12,85.892,-4.75,0.163,39,15,0.385
668804,"Singer, Brady",SI,300,127,70.127,6.346,4.05,14.258,39.3,0.08,0.163,0.1,92,87.33,12.37,0.392,145,21,0.145
668804,"Singer, Brady",SL,329,179,70.927,7.299,17.049,-6.436,38.616,0.191,0.119,0.085,97,86.495,12.763,0.302,156,45,0.288
668804,"Singer, Brady",ST,176,86,68.822,7.182,15.798,-3.533,38.047,0.165,0.091,0.068,51,83.094,5.745,0.371,95,22,0.232
668885,"Mize, Casey",CH,96,41,63.403,7.189,16.949,-14.24,40.605,0.167,0.146,0.021,24,69.312,5.583,0.256,59,15,0.254
668885,"Mize, Casey",FC,64,31,63.037,6.557,7.349,-6.091,39.126,0.062,0.125,0.078,26,80.388,14.269,0.364,29,6,0.207
668885,"Mize, Casey",FF,243,103,64.118,6.269,2.128,2.066,38.023,0.025,0.177,0.119,88,84.444,23.17,0.415,111,16,0.144
668885,"Mize, Casey",SI,138,54,65.687,6.474,3.45,4.303,41.641,0.051,0.196,0.065,41,79.005,-7.488,0.393,72,15,0.208
668885,"Mize, Casey",SL,94,37,66.334,7.169,12.647,-6.472,40.748,0.117,0.213,0.032,25,70.64,-1.4,0.277,44,10,0.227
668901,"Sánchez, Cristopher",CH,170,94,70.47,8.046,18.839,-11.001,33.129,0.253,0.041,0.065,47,80.943,-7.085,0.338,122,54,0.443
668901,"Sánchez, Cristopher",CU,100,47,67.839,7.88,18.313,-10.415,33.195,0.17,0.19,0.09,25,81.804,-2.96,0.298,52,18,0.346
668901,"Sánchez, Cristopher",FC,117,61,71.085,7.415,13.753,5.946,31.06,0.188,0.154,0.111,35,85.374,17.657,0.365,54,17,0.315
668901,"Sánchez, Cristopher",FF,421,236,69.445,7.013,10.693,14.2,30.712,0.121,0.159,0.126,168,87.555,30.381,0.315,166,52,0.313
668901,"Sánchez, Cristopher",FS,53,30,68.297,7.91,16.574,-10.891,33.916,0.358,0.057,0.057,8,88.612,0.889,0.076,35,15,0.429
668901,"Sánchez, Cristopher",SI,324,156,68.972,7.101,8.725,13.031,32.433,0.077,0.194,0.139,122,86.395,12.074,0.343,146,44,0.301
668901,"Sánchez, Cristopher",SL,312,160,68.976,7.713,16.039,-4.008,31.322,0.179,0.122,0.087,90,83.862,14.473,0.349,163,48,0.294
668901,"Sánchez, Cristopher",ST,222,109,68.546,7.712,17.024,-5.587,32.446,0.158,0.122,0.09,68,82.613,22.897,0.302,117,31,0.265
668904,"Lopez, Jacob",CH,154,80,71.379,8.385,13.473,-14.69,31.515,0.169,0.091,0.065,50,82.58,11.04,0.216,96,34,0.354
668904,"Lopez, Jacob",CU,84,42,70.468,8.21,14.489,-14.838,29.864,0.095,0.143,0.083,30,84.387,10.833,0.38,48,16,0.333
668904,"Lopez, Jacob",FC,156,84,71.678,8.052,11.67,-5.414,27.991,0.096,0.154,0.096,64,82.686,21.781,0.21,77,26,0.338
668904,"Lopez, Jacob",FF,511,256,72.599,7.692,7.883,-1.341,27.586,0.135,0.17,0.088,162,85.475,34.401,0.3,216,58,0.269
668904,"Lopez, Jacob",FS,49,30,70.343,8.329,13.981,-16.115,28.982,0.224,0.082,0.082,17,78.065,7.529,0.274,28,13,0.464
668904,"Lopez, Jacob",SI,215,100,71.985,7.673,7.551,-1.371,29.237,0.056,0.274,0.163,83,88.059,8.361,0.37,90,32,0.356
668904,"Lopez, Jacob",SL,199,102,70.146,8.295,12.704,-10.032,29.36,0.116,0.141,0.09,68,83.079,11.853,0.339,98,25,0.255
668904,"Lopez, Jacob",ST,118,63,70.898,8.223,13.244,-13.571,28.733,0.136,0.102,0.076,47,78.383,22.213,0.287,66,22,0.333
668930,"Keller, Mitch",CH,249,112,68.804,7.238,11.791,-1.915,31.061,0.072,0.1,0.072,87,77.259,3.23,0.285,147,35,0.238
668930,"Keller, Mitch",CU,268,76,70.324,7.241,14.306,-2.194,32.563,0.063,0.25,0.045,56,80.587,4.263,0.199,152,28,0.184
668930,"Keller, Mitch",FC,155,92,68.656,6.563,3.994,10.189,31.377,0.071,0.129,0.181,77,85.929,19.117,0.528,55,15,0.273
668930,"Keller, Mitch",FF,1082,538,67.486,6.291,1.627,15.688,29.567,0.093,0.179,0.072,403,83.904,30.352,0.359,441,115,0.261
668930,"Keller, Mitch",FS,117,57,69.762,7.416,13.785,-1.863,32.722,0.145,0.043,0.094,35,84.017,14.029,0.227,76,22,0.289
668930,"Keller, Mitch",SI,391,160,66.465,6.251,-0.28,15.191,33.052,0.036,0.258,0.09,138,85.155,16.442,0.343,157,30,0.191
668930,"Keller, Mitch",SL,370,159,67.674,7.09,11.622,-0.025,32.128,0.135,0.151,0.092,100,83.64,12.29,0.318,202,57,0.282
668930,"Keller, Mitch",ST,214,76,64.416,7.027,10.384,-4.156,33.987,0.107,0.215,0.051,47,82.038,6.553,0.31,114,24,0.211
668939,"Berríos, José",CH,211,87,65.357,7.157,10.709,-1.856,34.126,0.081,0.128,0.081,65,80.28,12.738,0.268,128,32,0.25
668939,"Berríos, José",FC,133,70,69.831,6.855,9.974,-2.921,35.273,0.075,0.18,0.158,58,87.497,17.397,0.328,50,13,0.26
668939,"Berríos, José",FF,495,218,69.208,6.405,5.971,5.86,33.138,0.04,0.216,0.111,184,87.122,26.032,0.388,213,46,0.216
668939,"Berríos, José",SI,161,60,69.21,6.624,3.953,4.381,35.138,0.012,0.255,0.093,55,84.167,13.636,0.271,73,11,0.151
668939,"Berríos, José",SL,168,69,66.954,7.107,12.599,-6.666,35.495,0.095,0.22,0.054,48,82.554,14.833,0.329,84,21,0.25
668942,"Berríos, José",CH,108,51,65.708,7.892,17.686,-9.625,32.605,0.111,0.074,0.065,33,81.321,-4.324,0.255,62,13,0.21
668942,"Berríos, José",FF,303,143,66.832,6.749,5.398,7.619,31.597,0.089,0.172,0.079,101,85.898,31.108,0.286,127,22,0.173
668942,"Berríos, José",SI,108,55,67.188,7.004,5.909,8.376,32.343,0.046,0.157,0.102,45,84.607,17.556,0.272,40,4,0.1
668942,"Berríos, José",SL,64,33,66.49,7.481,13.982,-6.386,32.798,0.125,0.188,0.078,19,82.921,19.526,0.231,26,7,0.269
669003,"Hicks, Jordan",FF,87,42,73.11,7.026,8.99,14.322,30.944,0.126,0.218,0.103,29,84.872,23.759,0.313,34,7,0.206
669004,"Lively, Ben",FF,100,49,72.329,7.21,6.562,7.626,26.906,0.16,0.15,0.09,27,88.107,37.741,0.23,48,11,0.229
669016,"Ohtani, Shohei",CH,128,71,69.992,7.535,12.214,-5.37,37.177,0.102,0.117,0.102,54,81.313,-2.37,0.366,68,28,0.412
669016,"Ohtani, Shohei",CU,142,54,67.808,7.717,17.616,-10.906,42.642,0.148,0.169,0.049,31,82.903,3.742,0.306,93,27,0.29
669016,"Ohtani, Shohei",FC,115,51,70.54,6.988,9.549,-1.755,38.236,0.13,0.191,0.13,34,85.121,16.382,0.308,57,16,0.281
669016,"Ohtani, Shohei",FF,635,287,69.095,6.38,0.871,10.781,37.194,0.083,0.17,0.077,212,83.402,25.019,0.307,314,73,0.232
669016,"Ohtani, Shohei",FS,55,30,69.537,7.607,13.339,-4.501,38.183,0.164,0.036,0.055,15,82.493,15.333,0.302,32,9,0.281
669016,"Ohtani, Shohei",SI,225,104,69.708,6.554,0.183,8.948,38.209,0.04,0.218,0.147,89,85.962,8.483,0.415,94,25,0.266
669016,"Ohtani, Shohei",SL,280,138,69.171,7.575,14.627,-8.682,40.454,0.121,0.15,0.071,94,80.89,11.298,0.298,155,48,0.31
669016,"Ohtani, Shohei",ST,80,37,70.916,7.976,22.803,-16.493,39.855,0.138,0.212,0.1,25,82.912,11.72,0.381,36,14,0.389
669065,"Pfaadt, Brandon",CH,183,112,74.11,7.354,17.655,-7.979,34.539,0.219,0.033,0.142,62,84.897,7.855,0.363,109,46,0.422
669065,"Pfaadt, Brandon",CU,116,50,74.087,7.3,18.579,-13.747,35.501,0.147,0.147,0.078,29,83.803,-2.967,0.457,64,16,0.25
669065,"Pfaadt, Brandon",FC,161,87,73.299,6.426,9.275,5.474,33.631,0.137,0.13,0.099,54,84.065,19.37,0.48,63,14,0.222
669065,"Pfaadt, Brandon",FF,640,345,72.672,6.175,5.473,11.265,33.368,0.158,0.097,0.086,212,84.941,32.481,0.388,280,58,0.207
669065,"Pfaadt, Brandon",FS,68,39,73.313,7.244,16.992,-14.13,34.489,0.221,0.059,0.118,21,83.138,6.095,0.251,38,14,0.368
669065,"Pfaadt, Brandon",SI,194,103,72.972,6.154,3.965,11.363,35.487,0.119,0.144,0.098,75,82.489,11.893,0.325,93,30,0.323
669065,"Pfaadt, Brandon",SL,196,118,71.985,7.024,15.246,-6.022,34.568,0.194,0.046,0.128,70,85.357,13.714,0.362,102,34,0.333
669065,"Pfaadt, Brandon",ST,101,44,72.716,7.302,19.773,-13.401,34.378,0.109,0.069,0.109,31,83.232,15.194,0.358,64,14,0.219
669087,"Sánchez, Cristopher",FF,83,40,72.075,6.965,7.148,4.712,29.131,0.145,0.229,0.036,25,81.924,37.2,0.214,27,5,0.185
669127,"Brown, Hunter",CH,145,79,74.357,7.61,14.546,-11.005,32.426,0.145,0.041,0.09,53,81.847,7.057,0.359,89,33,0.371
669127,"Brown, Hunter",CU,96,49,72.526,7.677,15.59,-16.642,30.841,0.156,0.135,0.104,31,86.068,5.839,0.214,57,20,0.351
669127,"Brown, Hunter",FC,134,77,74.439,7.227,12.172,-3.729,30.919,0.082,0.097,0.119,56,85.23,32.107,0.351,63,18,0.286
669127,"Brown, Hunter",FF,632,329,72.093,6.677,7.469,9.041,28.199,0.111,0.169,0.092,223,85.774,33.451,0.36,285,88,0.309
669127,"Brown, Hunter",SI,302,159,72.759,6.794,6.032,4.406,32.182,0.066,0.162,0.166,132,87.208,9.402,0.419,127,39,0.307
669127,"Brown, Hunter",SL,316,167,72.443,7.511,13.958,-9.653,30.851,0.13,0.123,0.098,117,84.016,16.248,0.306,171,57,0.333
669127,"Brown, Hunter",ST,198,96,72.055,7.521,15.188,-10.471,29.476,0.162,0.116,0.056,57,78.514,21.474,0.149,117,35,0.299
669221,"Luzardo, Jesús",CH,107,55,71.87,8.561,20.278,-15.864,31.285,0.206,0.065,0.093,26,83.123,0.038,0.378,59,13,0.22
669221,"Luzardo, Jesús",CU,108,44,67.218,8.436,19.356,-18.87,30.692,0.139,0.222,0.028,28,74.557,-2.286,0.197,51,13,0.255
669221,"Luzardo, Jesús",FC,102,64,70.922,7.557,9.647,2.989,30.617,0.186,0.069,0.088,41,82.217,21.146,0.229,44,13,0.295
669221,"Luzardo, Jesús",FF,357,165,71.453,7.193,6.538,8.731,29.423,0.101,0.207,0.073,113,84.244,30.726,0.356,153,35,0.229
669221,"Luzardo, Jesús",SI,283,121,72.542,7.294,5.844,7.481,32.222,0.067,0.223,0.067,92,81.887,13.696,0.369,121,21,0.174
669221,"Luzardo, Jesús",SL,218,103,67.627,8.092,14.849,-8.927,31.604,0.202,0.128,0.05,54,79.72,6.426,0.273,121,34,0.281
669221,"Luzardo, Jesús",ST,120,64,69.551,8.278,16.755,-13.916,30.4,0.175,0.125,0.083,39,79.592,19.513,0.216,64,25,0.391
669224,"Crochet, Garrett",CH,222,106,71.478,8.036,14.736,-13.274,31.941,0.153,0.095,0.063,64,80.002,17.516,0.239,133,40,0.301
669224,"Crochet, Garrett",CU,113,60,71.319,7.893,13.605,-13.787,33.57,0.097,0.177,0.15,45,81.896,18.467,0.338,46,15,0.326
669224,"Crochet, Garrett",FC,162,81,71.227,7.463,9.317,-3.816,32.139,0.111,0.16,0.086,55,83.6,18.636,0.307,77,25,0.325
669224,"Crochet, Garrett",FF,565,305,72.411,7.027,4.079,6.724,29.665,0.101,0.136,0.101,232,85.047,37.073,0.358,238,56,0.235
669224,"Crochet, Garrett",FS,86,46,72.742,8.104,15.218,-17.452,32.477,0.198,0.093,0.07,29,82.603,21.552,0.136,52,19,0.365
669224,"Crochet, Garrett",SI,254,123,72.5,7.221,6.276,3.518,32.654,0.063,0.177,0.134,91,86.401,18.791,0.331,115,30,0.261
669224,"Crochet, Garrett",SL,301,146,71.159,8.051,16.155,-16.689,33.064,0.193,0.123,0.056,82,79.505,15.866,0.241,163,52,0.319
669224,"Crochet, Garrett",ST,146,72,67.621,7.687,13.117,-8.604,32.177,0.151,0.13,0.034,43,78.065,22.605,0.192,82,28,0.341
669234,"Cannon, Jonathan",FF,140,71,68.382,6.572,10.727,9.951,40.308,0.093,0.15,0.071,54,81.67,30.352,0.313,58,11,0.19
669234,"Cannon, Jonathan",SI,106,43,68.807,6.921,11.84,4.994,41.716,0.057,0.236,0.075,34,79.894,15.382,0.337,47,14,0.298
669234,"Cannon, Jonathan",SL,86,35,67.676,7.241,17.782,-4.366,40.712,0.163,0.186,0.023,17,85.324,20.588,0.317,45,7,0.156
669236,"Yamamoto, Yoshinobu",CH,62,33,71.382,8.097,18.61,-16.025,28.85,0.323,0.048,0.032,11,80.782,13.364,0.102,39,13,0.333
669236,"Yamamoto, Yoshinobu",FC,56,33,71.662,7.288,13.069,1.826,26.06,0.143,0.107,0.125,22,87.773,23.273,0.314,24,7,0.292
669236,"Yamamoto, Yoshinobu",FF,175,96,70.818,6.748,7.825,14.331,25.734,0.143,0.137,0.08,62,87.41,37.242,0.304,87,29,0.333
669236,"Yamamoto, Yoshinobu",SI,139,66,70.148,6.908,6.511,13.04,28.159,0.058,0.259,0.129,50,87.24,8.02,0.376,57,19,0.333
669236,"Yamamoto, Yoshinobu",SL,106,57,69.402,7.653,14.126,-6.553,27.404,0.198,0.132,0.066,34,82.729,7.676,0.212,59,23,0.39
669236,"Yamamoto, Yoshinobu",ST,100,56,66.884,7.562,14.094,-9.338,26.777,0.18,0.05,0.12,35,79.777,12.6,0.281,56,18,0.321
669242,"Sánchez, Cristopher",CH,255,111,70.509,7.305,13.041,-6.235,26.27,0.078,0.098,0.09,79,83.415,2.3,0.277,152,36,0.237
669242,"Sánchez, Cristopher",CU,119,55,68.813,7.407,13.48,-11.815,27.696,0.134,0.185,0.118,37,85.432,-3.486,0.33,68,26,0.382
669242,"Sánchez, Cristopher",FC,130,73,69.99,6.677,9.773,-3.162,25.891,0.1,0.146,0.123,55,82.518,16.855,0.369,54,20,0.37
669242,"Sánchez, Cristopher",FF,479,231,67.482,6.288,3.492,10.91,24.437,0.079,0.217,0.077,179,81.502,30.067,0.307,196,53,0.27
669242,"Sánchez, Cristopher",KC,60,33,69.491,7.364,12.664,-10.504,27.069,0.117,0.167,0.117,19,86.911,-7.263,0.153,30,14,0.467
669242,"Sánchez, Cristopher",SI,199,95,69.057,6.529,4.086,11.85,26.933,0.025,0.231,0.141,76,88.308,14.776,0.379,68,13,0.191
669242,"Sánchez, Cristopher",SL,140,84,71.054,7.209,12.346,-9.001,27.882,0.107,0.121,0.143,60,83.93,5.1,0.342,69,28,0.406
669242,"Sánchez, Cristopher",ST,93,38,71.218,7.508,14.97,-15.846,30.667,0.108,0.226,0.075,25,85.256,15.84,0.24,42,12,0.286
669257,"Peralta, Freddy",CH,161,57,67.827,7.718,15.41,-3.141,36.235,0.05,0.149,0.099,45,84.98,15.222,0.426,99,19,0.192
669257,"Peralta, Freddy",CU,146,39,65.189,7.616,15.766,-9.145,36.809,0.068,0.274,0.048,29,80.266,17.759,0.22,77,13,0.169
669257,"Peralta, Freddy",FC,152,64,68.707,7.25,11.686,0.559,32.466,0.053,0.217,0.039,50,80.708,36.7,0.363,65,11,0.169
669257,"Peralta, Freddy",FF,719,294,68.452,6.832,7.342,9.85,31.53,0.081,0.229,0.082,207,87.956,32.232,0.401,301,54,0.179
669257,"Peralta, Freddy",SI,303,136,69.484,6.982,8.376,4.709,34.371,0.043,0.251,0.142,116,89.287,17.638,0.357,119,32,0.269
669257,"Peralta, Freddy",SL,361,140,67.893,7.62,15.028,-5.542,35.263,0.091,0.163,0.078,100,83.222,22.79,0.374,188,34,0.181
669257,"Peralta, Freddy",ST,196,65,64.083,7.606,14.85,-4.745,35.457,0.117,0.143,0.02,36,77.269,23.139,0.363,128,27,0.211
669261,"Singer, Brady",CH,78,35,69.955,7.73,16.542,-2.941,34.817,0.128,0.115,0.077,21,85.729,16.409,0.318,45,10,0.222
669261,"Singer, Brady",FC,90,38,71.111,7.25,11.733,6.084,34.767,0.144,0.178,0.056,22,78.477,14.636,0.328,39,7,0.179
669261,"Singer, Brady",FF,253,98,71.201,6.799,8.237,14.09,33.425,0.115,0.182,0.071,61,86.675,32.23,0.356,108,13,0.12
669261,"Singer, Brady",SI,101,37,73.832,7.092,8.488,10.424,35.599,0.079,0.238,0.03,28,83.589,20.964,0.295,48,9,0.188
669261,"Singer, Brady",SL,118,60,74.743,7.819,18.251,-4.11,36.59,0.127,0.161,0.093,42,85.805,11.905,0.207,52,11,0.212
669288,"Pivetta, Nick",FF,81,50,69.31,6.841,7.044,-0.68,30.171,0.16,0.111,0.148,35,86.474,25.829,0.375,39,16,0.41
669289,"Rea, Colin",CH,94,41,68.738,7.885,10.502,-9.522,37.266,0.032,0.117,0.064,37,81.557,15.514,0.307,52,9,0.173
669289,"Rea, Colin",FC,82,36,64.678,7.049,4.193,4.435,32.362,0.037,0.207,0.037,30,78.17,25.7,0.208,41,13,0.317
669289,"Rea, Colin",FF,433,205,66.569,7.026,2.74,4.657,33.736,0.06,0.21,0.058,165,82.897,28.564,0.249,185,50,0.27
669289,"Rea, Colin",SI,226,106,65.524,6.913,-0.346,0.925,36.324,0.027,0.204,0.102,91,81.82,1.319,0.339,103,31,0.301
669289,"Rea, Colin",SL,229,106,65.326,7.702,9.144,-8.979,35.105,0.087,0.175,0.052,77,78.256,18.935,0.198,115,27,0.235
669289,"Rea, Colin",ST,99,42,65.117,7.462,9.492,-11.684,33.843,0.071,0.141,0.04,32,79.219,21.625,0.23,52,7,0.135
669326,"Bowlan, Jonathan",FF,198,134,66.658,6.011,3.515,12.354,31.442,0.227,0.076,0.061,75,76.608,27.547,0.222,70,20,0.286
669326,"Bowlan, Jonathan",SI,75,44,67.045,6.218,2.898,9.817,35.933,0.133,0.093,0.04,27,71.593,-1.185,0.368,33,10,0.303
669326,"Bowlan, Jonathan",SL,86,54,65.913,6.954,15.558,-8.332,32.516,0.221,0.058,0.047,34,75.038,4.853,0.153,46,23,0.5
669357,"Singer, Brady",CH,168,94,71.739,8.039,20.182,-8.081,33.708,0.179,0.083,0.06,54,79.9,9.778,0.259,91,32,0.352
669357,"Singer, Brady",CU,108,49,68.14,7.84,20.225,-10.692,34.355,0.157,0.213,0.074,30,86.97,19.452,0.256,58,22,0.379
669357,"Singer, Brady",FC,117,62,73.386,7.41,16.222,-2.513,35.952,0.12,0.171,0.145,45,89.098,25.378,0.308,56,21,0.375
669357,"Singer, Brady",FF,665,308,71.415,7.047,7.662,7.976,32.659,0.123,0.141,0.059,195,84.404,35.267,0.33,295,47,0.159
669357,"Singer, Brady",SI,188,71,69.74,6.991,9.358,10.17,35.593,0.09,0.266,0.053,48,81.779,19.755,0.406,80,19,0.238
669357,"Singer, Brady",SL,212,102,68.923,7.871,19.084,-9.45,35.754,0.179,0.127,0.066,59,79.92,11.712,0.268,118,40,0.339
669357,"Singer, Brady",ST,104,49,66.292,7.994,21.37,-14.864,35.471,0.192,0.173,0.038,25,79.164,23.0,0.272,56,20,0.357
669364,"Parker, Mitchell",CH,288,139,64.798,6.841,7.384,-5.391,30.808,0.087,0.045,0.042,104,73.765,13.798,0.241,194,60,0.309
669364,"Parker, Mitchell",CU,156,63,64.144,6.829,7.131,-7.752,32.825,0.077,0.173,0.032,50,77.032,4.26,0.325,89,28,0.315
669364,"Parker, Mitchell",FC,141,79,64.076,5.993,2.016,1.689,33.124,0.014,0.135,0.113,70,79.691,14.071,0.359,60,23,0.383
669364,"Parker, Mitchell",FF,883,421,62.462,5.722,-2.997,6.073,29.969,0.05,0.161,0.063,351,79.619,25.48,0.302,383,76,0.198
669364,"Parker, Mitchell",FS,101,43,61.566,6.69,7.031,-1.375,31.488,0.109,0.079,0.03,30,77.743,7.433,0.171,66,18,0.273
669364,"Parker, Mitchell",SI,344,163,64.71,5.992,-3.092,8.85,31.883,0.009,0.218,0.09,152,82.887,11.392,0.287,120,24,0.2
669364,"Parker, Mitchell",SL,172,99,65.026,6.618,3.738,-4.221,34.398,0.058,0.14,0.076,84,77.505,21.083,0.311,72,23,0.319
669364,"Parker, Mitchell",ST,113,44,65.167,6.719,5.374,-7.214,35.223,0.035,0.248,0.053,39,79.236,18.615,0.383,59,13,0.22
669369,"Gore, MacKenzie",FF,107,50,60.845,6.286,-1.545,-1.411,35.207,0.14,0.224,0.056,31,73.539,23.581,0.301,48,12,0.25
669394,"Valdez, Framber",CH,109,58,74.765,7.963,12.231,-14.108,26.72,0.183,0.11,0.147,35,90.14,18.543,0.332,61,23,0.377
