batter,batter_name,pitch_type,pitches_seen,swings,avg_bat_speed,avg_swing_length,avg_attack_angle,avg_attack_direction,avg_swing_path_tilt,whiff_rate,called_strike_rate,hard_hit_rate,contact_swings,avg_launch_speed,avg_launch_angle,avg_xwoba,outside_zone_pitches,chases,batter_chase_rate
607043,"Irvin, Jake",FS,85,42,73.898,7.95,13.192,-13.473,31.009,0.153,0.047,0.094,26,88.581,0.846,0.255,53,15,0.283
607043,"Irvin, Jake",SI,351,159,69.537,6.607,1.003,10.047,30.71,0.054,0.234,0.114,128,85.605,17.961,0.378,136,31,0.228
607043,"Irvin, Jake",SL,381,212,70.057,7.581,10.394,-7.011,30.413,0.173,0.11,0.089,130,82.84,13.015,0.22,203,80,0.394
607043,"Irvin, Jake",ST,154,77,70.415,7.568,9.462,-5.151,28.378,0.117,0.188,0.143,54,86.163,12.463,0.32,71,22,0.31
607208,"Gore, MacKenzie",CH,238,118,71.229,8.013,11.679,-13.24,29.037,0.13,0.092,0.088,82,81.91,3.5,0.301,145,45,0.31
607208,"Gore, MacKenzie",CU,184,91,68.745,7.962,12.183,-19.461,28.799,0.141,0.109,0.065,60,80.393,6.167,0.273,110,37,0.336
607208,"Gore, MacKenzie",FC,144,79,68.847,7.421,7.939,3.479,27.516,0.118,0.132,0.062,57,80.082,16.333,0.402,68,19,0.279
607208,"Gore, MacKenzie",FF,695,363,69.395,7.013,3.931,11.094,26.62,0.082,0.155,0.102,275,86.143,29.153,0.352,282,71,0.252
607208,"Gore, MacKenzie",FS,67,37,69.6,7.889,11.247,-14.363,30.364,0.179,0.03,0.06,21,84.005,-3.429,0.262,45,18,0.4
607208,"Gore, MacKenzie",KC,75,40,66.885,7.818,10.871,-10.256,29.065,0.253,0.12,0.04,18,76.85,3.278,0.206,46,20,0.435
607208,"Gore, MacKenzie",SI,429,217,70.47,7.107,3.584,8.076,28.488,0.068,0.189,0.14,179,84.469,11.128,0.338,198,59,0.298
607208,"Gore, MacKenzie",SL,402,198,68.959,7.773,9.234,-8.372,27.773,0.152,0.1,0.085,124,82.419,8.306,0.314,238,73,0.307
607208,"Gore, MacKenzie",ST,193,103,68.221,7.819,11.29,-12.212,27.116,0.197,0.114,0.067,62,76.9,12.71,0.282,106,40,0.377
607680,"Sears, JP",FF,60,35,65.083,6.95,4.729,9.563,30.295,0.083,0.183,0.033,29,80.193,32.655,0.195,26,13,0.5
607732,"Sale, Chris",FF,172,91,65.203,6.665,7.367,15.259,29.667,0.174,0.145,0.047,55,83.369,33.818,0.233,83,30,0.361
607732,"Sale, Chris",SI,74,38,64.097,6.438,2.871,15.68,33.008,0.081,0.162,0.054,30,79.77,7.5,0.226,22,5,0.227
607732,"Sale, Chris",SL,96,55,61.348,7.6,16.115,-7.734,33.086,0.26,0.125,0.031,24,78.917,5.375,0.182,54,25,0.463
608070,"Mize, Casey",CH,502,228,68.874,7.526,9.929,-12.524,31.222,0.088,0.094,0.106,175,84.128,16.2,0.326,335,104,0.31
608070,"Mize, Casey",CU,202,75,65.975,7.213,9.236,-11.796,30.17,0.05,0.218,0.059,55,83.162,7.964,0.411,112,28,0.25
608070,"Mize, Casey",FC,279,133,68.954,6.923,7.67,-5.255,28.866,0.075,0.154,0.115,104,84.363,17.875,0.305,121,30,0.248
608070,"Mize, Casey",FF,742,344,70.345,6.88,6.271,-0.873,27.279,0.046,0.182,0.1,291,84.521,31.11,0.362,337,79,0.234
608070,"Mize, Casey",FS,155,76,66.327,7.42,10.785,-12.869,31.293,0.103,0.071,0.045,56,79.312,6.018,0.288,111,43,0.387
608070,"Mize, Casey",KC,84,35,63.75,7.276,9.566,-12.642,30.724,0.06,0.202,0.083,27,79.574,8.929,0.281,50,17,0.34
608070,"Mize, Casey",SI,282,123,71.38,7.064,6.001,-3.282,30.649,0.025,0.177,0.128,108,87.886,23.611,0.353,129,25,0.194
608070,"Mize, Casey",SL,313,179,69.397,7.336,9.46,-14.059,31.034,0.096,0.131,0.093,141,82.152,22.56,0.329,142,56,0.394
608070,"Mize, Casey",ST,153,69,68.696,7.29,8.19,-10.873,29.946,0.059,0.19,0.092,58,85.183,19.932,0.355,79,25,0.316
608324,"Fried, Max",CH,181,74,69.866,7.525,17.305,-13.487,29.592,0.072,0.122,0.083,54,83.837,5.407,0.338,112,27,0.241
608324,"Fried, Max",CU,115,32,68.7,7.65,18.556,-21.79,28.735,0.052,0.235,0.035,25,78.048,14.16,0.163,62,7,0.113
608324,"Fried, Max",FC,156,57,70.267,6.895,12.15,-0.645,27.721,0.045,0.263,0.109,49,85.32,23.061,0.333,70,10,0.143
608324,"Fried, Max",FF,571,250,69.172,6.564,9.745,4.841,26.134,0.032,0.208,0.126,217,87.594,31.244,0.371,242,39,0.161
608324,"Fried, Max",SI,411,167,69.539,6.721,9.526,2.463,30.086,0.027,0.26,0.119,146,87.67,17.342,0.339,158,30,0.19
608324,"Fried, Max",SL,325,124,68.291,7.402,16.142,-10.864,28.526,0.105,0.197,0.058,86,81.348,21.895,0.325,177,39,0.22
608324,"Fried, Max",ST,152,62,68.974,7.531,17.247,-13.803,27.873,0.112,0.204,0.086,43,82.374,21.581,0.237,78,19,0.244
608348,"Peralta, Freddy",CH,140,76,71.185,7.593,17.98,-11.117,34.979,0.171,0.079,0.114,50,83.97,4.2,0.315,85,32,0.376
608348,"Peralta, Freddy",CU,118,44,71.044,7.577,18.152,-15.582,34.207,0.119,0.178,0.093,28,86.418,5.964,0.408,68,13,0.191
608348,"Peralta, Freddy",FC,148,66,70.034,6.692,7.914,2.341,31.736,0.047,0.162,0.074,55,82.78,27.582,0.363,65,8,0.123
608348,"Peralta, Freddy",FF,538,263,68.182,6.304,4.364,8.155,31.523,0.071,0.203,0.074,213,82.524,35.207,0.281,222,53,0.239
608348,"Peralta, Freddy",SI,318,129,68.425,6.439,5.179,5.439,33.996,0.022,0.245,0.079,112,81.451,8.152,0.383,139,29,0.209
608348,"Peralta, Freddy",SL,285,127,70.489,7.428,16.611,-13.634,33.068,0.126,0.105,0.07,83,82.406,18.361,0.232,164,34,0.207
608348,"Peralta, Freddy",ST,153,65,69.419,7.489,18.207,-14.349,33.154,0.131,0.098,0.072,42,78.781,23.333,0.304,96,21,0.219
608369,"Castillo, Luis",CH,223,105,72.476,7.037,14.861,-0.366,35.063,0.103,0.045,0.076,75,83.188,14.733,0.414,140,32,0.229
608369,"Castillo, Luis",CU,119,53,72.094,7.149,17.994,-7.163,34.987,0.126,0.092,0.076,33,84.012,11.758,0.338,75,19,0.253
608369,"Castillo, Luis",FC,130,72,70.86,6.439,11.599,7.02,33.36,0.138,0.062,0.077,51,81.127,20.471,0.404,64,15,0.234
608369,"Castillo, Luis",FF,444,223,70.963,6.126,7.286,13.564,32.993,0.117,0.099,0.115,153,88.279,30.961,0.481,204,39,0.191
608369,"Castillo, Luis",FS,88,45,71.663,7.115,16.684,-2.496,35.495,0.148,0.045,0.125,29,84.49,-10.69,0.323,51,13,0.255
608369,"Castillo, Luis",SI,246,120,70.334,6.186,5.347,14.16,35.594,0.065,0.154,0.114,94,84.522,14.66,0.36,106,21,0.198
608369,"Castillo, Luis",SL,252,123,70.987,6.957,16.977,-3.721,34.667,0.167,0.099,0.119,73,86.499,13.753,0.412,129,31,0.24
608369,"Castillo, Luis",ST,126,75,69.082,6.907,16.763,-0.278,34.344,0.23,0.071,0.087,38,84.582,11.158,0.3,63,23,0.365
608385,"Gray, Sonny",FF,113,62,68.956,6.953,8.861,13.958,35.79,0.115,0.088,0.097,45,82.68,27.578,0.33,47,6,0.128
608671,"Warren, Will",FF,83,42,68.305,6.244,-6.472,2.901,32.933,0.036,0.253,0.084,38,79.487,19.605,0.248,24,2,0.083
608701,"Fried, Max",CH,118,43,69.981,8.228,16.457,-11.326,32.749,0.153,0.169,0.051,22,79.132,7.273,0.338,66,12,0.182
608701,"Fried, Max",FF,291,145,72.433,7.113,8.863,11.594,30.414,0.086,0.144,0.117,106,85.449,28.208,0.383,127,27,0.213
608701,"Fried, Max",SI,110,51,72.9,7.318,7.131,9.306,32.855,0.082,0.2,0.118,40,86.008,2.3,0.352,46,10,0.217
608701,"Fried, Max",SL,149,54,67.089,8.085,16.433,-11.907,32.41,0.148,0.221,0.054,28,84.071,20.25,0.188,77,17,0.221
609280,"Woo, Bryan",CH,103,66,72.992,8.278,10.107,-17.344,28.563,0.136,0.049,0.126,47,83.145,9.766,0.316,60,29,0.483
609280,"Woo, Bryan",CU,69,34,69.703,8.238,9.23,-21.549,24.845,0.13,0.116,0.087,24,79.858,10.542,0.291,45,18,0.4
609280,"Woo, Bryan",FC,90,50,71.204,7.726,5.897,-0.873,25.848,0.089,0.2,0.1,38,83.837,13.474,0.268,42,18,0.429
609280,"Woo, Bryan",FF,263,142,69.395,7.139,3.362,6.931,23.675,0.046,0.106,0.125,127,84.419,25.141,0.357,132,40,0.303
609280,"Woo, Bryan",SI,269,140,70.873,7.242,1.302,4.209,26.668,0.007,0.175,0.141,128,85.295,4.752,0.307,114,36,0.316
609280,"Woo, Bryan",SL,235,119,69.949,8.107,8.947,-12.624,25.416,0.132,0.157,0.064,80,79.842,13.852,0.298,127,44,0.346
609280,"Woo, Bryan",ST,143,70,69.633,8.12,9.114,-17.054,25.186,0.14,0.154,0.028,48,75.631,30.708,0.153,76,22,0.289
620443,"Irvin, Jake",CH,64,35,69.694,7.847,17.682,-4.914,30.639,0.094,0.141,0.156,25,83.28,6.52,0.291,31,10,0.323
620443,"Irvin, Jake",CU,58,30,66.93,7.82,14.352,-11.184,30.312,0.19,0.103,0.086,18,83.022,-0.778,0.288,32,8,0.25
620443,"Irvin, Jake",FC,82,38,67.822,7.122,6.502,10.215,29.694,0.061,0.207,0.122,31,84.539,6.387,0.258,36,8,0.222
620443,"Irvin, Jake",FF,321,161,70.467,6.821,6.603,15.682,28.497,0.053,0.237,0.118,128,87.339,24.711,0.341,110,26,0.236
620443,"Irvin, Jake",SI,200,79,69.399,6.796,4.191,15.334,32.687,0.055,0.255,0.09,67,82.004,9.838,0.393,92,21,0.228
620443,"Irvin, Jake",SL,193,101,69.561,7.451,11.587,2.154,29.667,0.098,0.104,0.104,70,81.317,3.746,0.36,93,20,0.215
620443,"Irvin, Jake",ST,85,44,64.722,7.6,14.893,-9.335,29.264,0.212,0.106,0.071,25,78.032,15.6,0.414,52,21,0.404
621020,"Priester, Quinn",CH,259,133,69.729,7.863,19.407,-10.277,36.307,0.174,0.05,0.062,73,80.07,0.356,0.267,160,48,0.3
621020,"Priester, Quinn",CU,168,67,68.282,7.77,18.956,-11.176,36.039,0.155,0.173,0.071,35,83.151,-6.771,0.275,95,23,0.242
621020,"Priester, Quinn",FC,179,93,70.043,7.442,14.831,-0.021,34.384,0.151,0.145,0.089,65,81.523,15.923,0.443,77,19,0.247
621020,"Priester, Quinn",FF,653,387,69.677,6.926,11.449,8.706,32.769,0.165,0.127,0.13,256,88.372,28.875,0.368,248,71,0.286
621020,"Priester, Quinn",SI,440,226,69.641,7.004,10.88,8.092,35.724,0.089,0.17,0.118,166,86.405,13.659,0.417,185,50,0.27
621020,"Priester, Quinn",SL,566,262,67.582,7.698,17.687,-9.81,35.046,0.166,0.133,0.051,149,78.805,7.678,0.271,299,71,0.237
621020,"Priester, Quinn",ST,258,103,67.708,7.603,17.323,-7.006,33.494,0.112,0.155,0.054,68,81.581,18.338,0.3,148,30,0.203
621028,"Corbin, Patrick",FF,118,63,66.427,5.959,-0.189,9.189,30.021,0.025,0.169,0.093,57,82.589,27.456,0.245,55,15,0.273
621028,"Corbin, Patrick",SI,79,34,61.454,5.619,-3.811,-0.495,38.478,0.038,0.177,0.101,29,79.734,5.931,0.21,40,9,0.225
621028,"Corbin, Patrick",SL,69,36,67.297,7.194,13.397,-11.737,33.542,0.116,0.116,0.072,26,81.081,8.731,0.246,36,11,0.306
621035,"Lorenzen, Michael",FF,174,93,67.191,6.456,5.094,6.505,36.328,0.172,0.092,0.057,53,81.423,26.321,0.316,65,7,0.108
621035,"Lorenzen, Michael",SI,83,40,67.246,6.52,2.731,11.533,39.483,0.12,0.181,0.072,24,79.679,5.708,0.289,33,7,0.212
621035,"Lorenzen, Michael",SL,58,34,66.638,7.324,14.543,-3.758,38.756,0.207,0.172,0.086,20,84.565,13.8,0.221,22,10,0.455
621043,"Hendricks, Kyle",CH,214,99,73.677,7.815,15.904,-11.212,34.616,0.117,0.103,0.089,63,85.89,6.254,0.385,140,47,0.336
621043,"Hendricks, Kyle",CU,109,58,73.738,7.865,16.932,-14.204,33.347,0.083,0.193,0.073,41,78.334,-3.405,0.295,55,23,0.418
621043,"Hendricks, Kyle",FC,193,93,73.618,7.401,8.952,-3.39,32.915,0.088,0.155,0.098,72,82.836,13.521,0.352,105,33,0.314
621043,"Hendricks, Kyle",FF,637,297,71.648,6.532,0.756,8.716,31.148,0.064,0.212,0.099,236,85.282,27.822,0.358,270,61,0.226
621043,"Hendricks, Kyle",FS,56,31,72.417,8.059,19.138,-17.181,36.066,0.179,0.018,0.143,18,88.906,6.444,0.373,41,17,0.415
621043,"Hendricks, Kyle",SI,521,243,72.662,6.697,1.08,6.944,34.606,0.042,0.226,0.129,207,84.795,9.493,0.336,228,64,0.281
621043,"Hendricks, Kyle",SL,384,168,71.139,7.728,14.035,-10.657,33.283,0.177,0.159,0.068,90,84.426,11.078,0.308,215,59,0.274
621043,"Hendricks, Kyle",ST,152,66,70.247,7.63,11.948,-7.064,32.433,0.125,0.171,0.072,42,76.681,17.857,0.247,90,29,0.322
621438,"Ray, Robbie",CH,90,46,70.133,8.183,15.391,-21.098,34.661,0.178,0.089,0.067,25,80.208,8.28,0.244,62,25,0.403
621438,"Ray, Robbie",FC,80,44,68.861,7.295,5.768,-1.29,30.255,0.088,0.088,0.05,33,76.309,32.273,0.273,42,13,0.31
621438,"Ray, Robbie",FF,369,190,67.551,6.858,2.558,2.317,30.776,0.049,0.19,0.057,159,77.074,35.899,0.295,146,37,0.253
621438,"Ray, Robbie",SI,201,92,69.831,7.17,3.758,-1.355,32.763,0.03,0.289,0.114,79,85.329,17.0,0.338,63,12,0.19
621438,"Ray, Robbie",SL,213,104,68.044,7.88,10.813,-15.491,33.232,0.15,0.174,0.108,68,84.359,17.368,0.332,106,33,0.311
621438,"Ray, Robbie",ST,151,67,68.198,7.942,11.155,-18.925,31.258,0.146,0.205,0.066,42,75.786,29.929,0.258,75,22,0.293
621439,"Martin, Davis",CH,228,115,73.034,8.504,19.498,-20.254,36.014,0.219,0.088,0.07,53,82.87,7.132,0.342,131,40,0.305
621439,"Martin, Davis",CU,94,44,67.084,8.316,17.146,-19.282,34.967,0.234,0.149,0.074,20,85.12,10.952,0.329,57,20,0.351
621439,"Martin, Davis",FC,180,94,74.618,7.887,13.177,-3.525,33.421,0.111,0.117,0.106,69,84.374,22.507,0.347,77,18,0.234
621439,"Martin, Davis",FF,583,319,74.35,7.437,9.635,3.956,32.317,0.12,0.123,0.137,225,88.035,30.311,0.361,266,73,0.274
621439,"Martin, Davis",FS,72,33,71.088,8.262,20.357,-17.814,34.623,0.167,0.125,0.139,18,92.872,4.833,0.351,38,7,0.184
621439,"Martin, Davis",SI,384,206,74.208,7.584,9.67,1.895,35.204,0.099,0.174,0.125,157,84.064,8.133,0.336,167,50,0.299
621439,"Martin, Davis",SL,295,144,72.659,8.348,17.33,-13.728,34.346,0.224,0.139,0.075,69,82.97,5.986,0.359,164,55,0.335
621439,"Martin, Davis",ST,171,85,70.765,8.268,18.838,-16.057,33.851,0.175,0.099,0.123,53,84.368,16.34,0.386,101,31,0.307
621493,"Corbin, Patrick",CH,180,78,69.748,7.589,13.962,-11.458,34.705,0.089,0.161,0.094,61,81.456,7.23,0.285,103,29,0.282
621493,"Corbin, Patrick",CU,116,37,64.5,7.482,13.935,-10.301,34.321,0.129,0.267,0.052,18,83.683,6.789,0.338,63,17,0.27
621493,"Corbin, Patrick",FC,262,100,68.721,6.923,6.097,0.65,31.854,0.069,0.244,0.053,75,83.36,23.56,0.284,120,23,0.192
621493,"Corbin, Patrick",FF,791,325,68.037,6.545,4.189,7.356,29.724,0.081,0.202,0.087,243,86.016,33.984,0.403,349,48,0.138
621493,"Corbin, Patrick",FS,73,35,68.261,7.719,14.997,-16.89,35.709,0.164,0.11,0.055,21,83.738,-0.381,0.249,46,17,0.37
621493,"Corbin, Patrick",SI,443,145,66.772,6.539,2.41,5.954,33.574,0.029,0.332,0.086,121,87.432,13.091,0.383,171,24,0.14
621493,"Corbin, Patrick",SL,535,200,66.478,7.461,12.37,-8.416,32.147,0.114,0.219,0.062,130,82.551,14.733,0.307,302,79,0.262
621493,"Corbin, Patrick",ST,323,104,66.671,7.406,12.989,-9.257,31.956,0.087,0.254,0.034,67,78.537,23.836,0.211,172,35,0.203
621512,"Kochanowicz, Jack",FF,47,30,67.35,7.257,8.767,16.24,31.796,0.17,0.128,0.064,20,80.305,29.1,0.159,21,9,0.429
621566,"Holmes, Clay",CH,285,110,72.942,7.963,12.346,-5.689,34.907,0.077,0.091,0.095,82,85.285,16.659,0.311,186,40,0.215
621566,"Holmes, Clay",CU,269,124,69.604,7.972,16.39,-9.694,34.768,0.13,0.178,0.108,85,86.005,13.4,0.409,147,46,0.313
621566,"Holmes, Clay",FC,238,116,73.797,7.212,6.629,4.491,34.059,0.097,0.164,0.092,84,84.575,24.583,0.346,116,36,0.31
621566,"Holmes, Clay",FF,1042,506,72.091,6.901,2.891,11.866,31.788,0.116,0.131,0.09,344,86.336,29.945,0.373,470,99,0.211
621566,"Holmes, Clay",FS,102,32,71.758,8.271,18.247,-13.496,34.668,0.157,0.147,0.029,14,85.571,-3.214,0.343,73,18,0.247
621566,"Holmes, Clay",SI,460,215,73.08,7.075,2.508,9.946,35.455,0.087,0.209,0.117,159,85.557,18.767,0.41,196,51,0.26
621566,"Holmes, Clay",SL,448,199,72.231,7.924,13.196,-7.038,34.938,0.145,0.134,0.094,124,84.727,15.702,0.307,260,75,0.288
621566,"Holmes, Clay",ST,233,99,71.693,7.926,14.906,-8.922,34.446,0.069,0.176,0.077,75,81.697,19.053,0.262,120,28,0.233
622761,"Rodón, Carlos",FF,107,58,71.196,6.941,0.497,11.525,27.471,0.121,0.224,0.065,39,81.718,36.077,0.262,37,13,0.351
622761,"Rodón, Carlos",SI,64,33,69.006,7.026,0.272,7.379,31.964,0.047,0.25,0.031,26,72.988,13.962,0.141,26,15,0.577
623168,"Olson, Reese",CH,91,55,58.254,7.066,3.795,-24.653,30.774,0.187,0.055,0.033,36,69.678,12.528,0.23,53,22,0.415
623168,"Olson, Reese",FC,55,30,66.296,6.888,5.448,-7.849,29.43,0.036,0.073,0.073,25,78.256,10.88,0.221,32,10,0.312
623168,"Olson, Reese",FF,220,113,62.932,6.306,1.385,-1.238,28.057,0.05,0.132,0.068,96,79.861,25.021,0.275,102,29,0.284
623168,"Olson, Reese",SI,73,34,62.952,6.206,-2.132,5.595,28.689,0.055,0.247,0.068,29,73.721,25.759,0.298,29,5,0.172
623168,"Olson, Reese",SL,71,36,62.147,7.567,9.371,-21.424,30.669,0.113,0.127,0.07,28,76.593,29.571,0.421,40,13,0.325
623993,"Pepiot, Ryan",CH,125,58,70.168,7.623,9.868,-15.336,24.629,0.104,0.072,0.072,40,79.088,22.3,0.28,84,28,0.333
623993,"Pepiot, Ryan",FC,116,59,71.87,7.191,10.33,-10.063,24.489,0.112,0.172,0.086,39,83.113,18.615,0.313,64,27,0.422
623993,"Pepiot, Ryan",FF,417,202,69.781,6.656,3.93,2.114,21.142,0.125,0.165,0.082,130,85.056,33.427,0.23,205,57,0.278
623993,"Pepiot, Ryan",SI,110,41,71.2,6.72,1.26,4.616,25.59,0.045,0.227,0.1,36,84.856,24.389,0.35,52,5,0.096
623993,"Pepiot, Ryan",SL,112,65,71.434,7.625,10.428,-18.97,28.128,0.125,0.152,0.089,48,81.417,29.688,0.256,59,25,0.424
624413,"Irvin, Jake",CH,211,106,75.158,7.572,15.856,-10.685,35.503,0.123,0.071,0.128,70,86.724,-0.577,0.338,135,43,0.319
624413,"Irvin, Jake",CU,195,65,71.111,7.422,12.598,-10.187,34.716,0.092,0.21,0.072,42,87.329,11.643,0.326,115,25,0.217
624413,"Irvin, Jake",FC,165,69,74.462,7.003,9.963,2.77,33.173,0.085,0.158,0.121,51,90.741,27.588,0.499,79,16,0.203
624413,"Irvin, Jake",FF,775,408,73.322,6.491,6.209,13.8,31.287,0.123,0.148,0.115,275,88.412,35.72,0.398,334,87,0.26
624413,"Irvin, Jake",FS,59,31,75.216,7.658,16.307,-13.254,36.248,0.102,0.085,0.136,21,88.776,10.381,0.245,32,10,0.312
624413,"Irvin, Jake",KC,55,32,70.569,7.781,17.788,-17.004,35.54,0.255,0.109,0.145,16,88.2,1.562,0.299,34,20,0.588
624413,"Irvin, Jake",SI,593,259,75.021,6.7,5.153,9.587,34.879,0.062,0.194,0.113,198,85.878,15.707,0.422,275,63,0.229
624413,"Irvin, Jake",SL,435,207,73.003,7.427,12.662,-5.454,34.559,0.145,0.152,0.085,129,83.858,17.341,0.397,242,81,0.335
624413,"Irvin, Jake",ST,293,117,72.68,7.373,12.936,-6.874,33.967,0.082,0.208,0.092,82,84.006,13.12,0.344,157,41,0.261
624415,"Ober, Bailey",FF,142,59,67.134,6.629,8.394,0.127,36.213,0.056,0.254,0.092,48,86.854,24.875,0.371,51,6,0.118
624424,"Pfaadt, Brandon",CH,226,105,73.209,7.856,16.686,-10.06,33.394,0.137,0.115,0.075,70,82.506,3.814,0.24,144,45,0.312
624424,"Pfaadt, Brandon",CU,154,56,72.527,7.827,18.419,-13.039,34.29,0.11,0.221,0.052,34,81.091,1.029,0.239,87,21,0.241
624424,"Pfaadt, Brandon",FC,141,61,73.764,6.99,8.816,4.477,31.048,0.085,0.199,0.064,43,79.837,25.023,0.292,69,17,0.246
624424,"Pfaadt, Brandon",FF,706,319,71.996,6.788,4.067,13.484,30.042,0.084,0.161,0.092,242,85.299,26.752,0.41,313,49,0.157
624424,"Pfaadt, Brandon",FS,65,30,71.641,7.724,13.71,-5.037,31.482,0.123,0.046,0.062,20,81.255,3.3,0.265,43,12,0.279
624424,"Pfaadt, Brandon",SI,284,130,71.511,6.848,2.071,14.972,32.082,0.07,0.229,0.074,101,82.886,14.782,0.36,121,32,0.264
624424,"Pfaadt, Brandon",SL,252,115,72.89,7.477,12.976,-3.557,33.537,0.131,0.143,0.056,75,80.728,13.453,0.321,124,29,0.234
624424,"Pfaadt, Brandon",ST,137,66,74.008,7.686,16.359,-11.144,31.084,0.117,0.175,0.066,45,79.889,2.956,0.238,63,16,0.254
624428,"Civale, Aaron",CH,137,66,63.995,7.209,12.6,-2.226,40.709,0.109,0.066,0.022,46,82.122,11.848,0.34,86,27,0.314
624428,"Civale, Aaron",CU,147,76,61.919,7.107,12.485,-0.016,39.577,0.082,0.143,0.041,61,78.534,6.803,0.225,82,27,0.329
624428,"Civale, Aaron",FC,205,114,63.87,6.573,7.441,3.979,39.073,0.107,0.151,0.054,88,80.643,20.636,0.307,88,26,0.295
624428,"Civale, Aaron",FF,664,327,64.822,6.475,6.972,10.813,37.716,0.05,0.185,0.047,265,80.037,28.857,0.308,299,81,0.271
624428,"Civale, Aaron",FS,75,46,63.779,7.262,13.876,-0.346,41.523,0.133,0.08,0.013,35,75.886,6.657,0.194,41,17,0.415
624428,"Civale, Aaron",SI,217,91,64.127,6.608,5.841,7.879,39.724,0.06,0.235,0.078,76,81.871,18.461,0.308,88,14,0.159
624428,"Civale, Aaron",SL,242,140,63.478,7.189,14.515,-2.733,39.759,0.132,0.145,0.062,100,80.636,15.48,0.259,109,42,0.385
624428,"Civale, Aaron",ST,94,49,59.436,6.894,11.904,-2.461,40.659,0.117,0.074,0.011,33,77.636,9.394,0.174,47,14,0.298
624431,"Pallante, Andre",CH,64,31,70.883,7.767,12.849,-15.184,25.369,0.141,0.156,0.109,21,82.8,2.571,0.156,32,9,0.281
624431,"Pallante, Andre",FC,71,32,66.266,6.809,5.372,4.982,21.8,0.042,0.155,0.113,28,82.043,22.25,0.315,34,6,0.176
624431,"Pallante, Andre",FF,337,158,66.631,6.721,6.996,7.779,22.448,0.047,0.279,0.11,138,84.855,29.348,0.298,133,44,0.331
624431,"Pallante, Andre",SI,185,78,67.676,6.789,5.115,9.639,24.83,0.016,0.308,0.13,71,84.166,7.887,0.301,77,30,0.39
624431,"Pallante, Andre",SL,209,113,66.63,7.498,11.042,-10.005,22.779,0.163,0.115,0.081,69,81.545,9.652,0.224,118,44,0.373
624431,"Pallante, Andre",ST,92,38,65.452,7.455,10.389,-10.747,21.838,0.065,0.174,0.054,31,76.784,15.129,0.381,51,13,0.255
624512,"Priester, Quinn",CH,59,37,69.938,8.616,16.642,-10.832,33.107,0.186,0.068,0.102,25,80.416,14.04,0.17,37,20,0.541
624512,"Priester, Quinn",FF,175,105,65.354,7.274,6.83,2.359,32.049,0.103,0.097,0.074,82,78.955,32.354,0.207,79,28,0.354
624512,"Priester, Quinn",SI,77,39,69.033,7.608,5.563,5.571,32.615,0.052,0.26,0.117,32,81.762,20.129,0.365,33,15,0.455
624585,"Ortiz, Luis",CH,100,52,71.962,8.26,14.937,-18.254,35.041,0.23,0.08,0.05,25,79.212,11.64,0.21,64,24,0.375
624585,"Ortiz, Luis",CU,80,31,71.157,8.293,16.006,-17.595,33.865,0.1,0.15,0.062,20,85.315,7.95,0.313,49,11,0.224
624585,"Ortiz, Luis",FC,79,41,72.73,7.458,5.105,-3.058,34.931,0.076,0.127,0.114,30,86.46,19.533,0.478,35,7,0.2
624585,"Ortiz, Luis",FF,277,142,73.651,7.228,3.71,0.888,30.789,0.148,0.173,0.058,89,82.239,31.551,0.321,109,29,0.266
624585,"Ortiz, Luis",SI,258,95,74.252,7.426,4.759,-2.802,36.26,0.05,0.264,0.105,70,85.653,-4.1,0.352,134,23,0.172
624585,"Ortiz, Luis",SL,276,121,70.879,8.181,13.385,-14.754,34.004,0.17,0.159,0.069,71,82.806,16.451,0.284,154,41,0.266
624585,"Ortiz, Luis",ST,154,68,70.337,7.834,8.101,-8.576,34.097,0.13,0.169,0.052,45,78.5,24.6,0.179,83,23,0.277
624641,"Peterson, David",CH,100,62,72.368,8.734,17.595,-12.749,35.095,0.16,0.09,0.13,42,79.379,-0.429,0.324,67,39,0.582
624641,"Peterson, David",CU,62,39,69.779,8.769,17.437,-19.805,35.885,0.21,0.129,0.145,21,89.0,-1.429,0.218,39,24,0.615
624641,"Peterson, David",FC,66,37,72.523,7.991,9.737,1.816,31.372,0.136,0.182,0.106,23,84.7,28.826,0.148,33,14,0.424
624641,"Peterson, David",FF,289,149,70.166,7.361,4.974,10.407,30.855,0.093,0.183,0.087,113,81.612,30.363,0.312,143,51,0.357
624641,"Peterson, David",SI,181,99,72.035,7.543,3.64,9.208,35.265,0.05,0.166,0.072,83,81.948,13.663,0.368,70,22,0.314
624641,"Peterson, David",SL,160,101,68.914,8.541,12.56,-10.995,35.082,0.219,0.1,0.075,61,77.551,13.525,0.303,90,49,0.544
624641,"Peterson, David",ST,57,32,66.494,8.262,15.052,-14.798,32.855,0.14,0.105,0.158,24,84.296,17.0,0.281,35,16,0.457
628451,"Kikuchi, Yusei",CH,89,53,68.792,7.667,11.034,-10.154,30.796,0.146,0.056,0.101,35,78.974,8.278,0.318,53,22,0.415
628451,"Kikuchi, Yusei",FF,218,100,67.486,6.628,1.305,7.868,27.216,0.083,0.147,0.064,77,82.316,32.442,0.318,119,30,0.252
628451,"Kikuchi, Yusei",SI,130,63,67.895,6.776,1.581,7.119,29.249,0.038,0.223,0.092,51,83.6,5.755,0.279,51,13,0.255
